Episode,Tick,Avg reward X episode,random-walk,lay-food-pheromone,follow-food-pheromone,follow-nest-pheromone,take-food,drop-food,random-walk-and-lay-food-pheromone,follow-nest-pheromone-and-lay-food-pheromone,has-food-in-nest,has-food-in-nest_random-walk,has-food-in-nest_lay-food-pheromone,has-food-in-nest_follow-food-pheromone,has-food-in-nest_follow-nest-pheromone,has-food-in-nest_take-food,has-food-in-nest_drop-food,has-food-in-nest_random-walk-and-lay-food-pheromone,has-food-in-nest_follow-nest-pheromone-and-lay-food-pheromone,has-food-out-nest,has-food-out-nest_random-walk,has-food-out-nest_lay-food-pheromone,has-food-out-nest_follow-food-pheromone,has-food-out-nest_follow-nest-pheromone,has-food-out-nest_take-food,has-food-out-nest_drop-food,has-food-out-nest_random-walk-and-lay-food-pheromone,has-food-out-nest_follow-nest-pheromone-and-lay-food-pheromone,food-available-in-nest,food-available-in-nest_random-walk,food-available-in-nest_lay-food-pheromone,food-available-in-nest_follow-food-pheromone,food-available-in-nest_follow-nest-pheromone,food-available-in-nest_take-food,food-available-in-nest_drop-food,food-available-in-nest_random-walk-and-lay-food-pheromone,food-available-in-nest_follow-nest-pheromone-and-lay-food-pheromone,food-available-out-nest,food-available-out-nest_random-walk,food-available-out-nest_lay-food-pheromone,food-available-out-nest_follow-food-pheromone,food-available-out-nest_follow-nest-pheromone,food-available-out-nest_take-food,food-available-out-nest_drop-food,food-available-out-nest_random-walk-and-lay-food-pheromone,food-available-out-nest_follow-nest-pheromone-and-lay-food-pheromone,food-not-available,food-not-available_random-walk,food-not-available_lay-food-pheromone,food-not-available_follow-food-pheromone,food-not-available_follow-nest-pheromone,food-not-available_take-food,food-not-available_drop-food,food-not-available_random-walk-and-lay-food-pheromone,food-not-available_follow-nest-pheromone-and-lay-food-pheromone,Epsilon
15,3945,5046.88,5861,0,5933,552,92,92,0,526,92,0,0,0,0,0,92,0,0,1078,0,0,0,552,0,0,0,526,228,112,0,116,0,0,0,0,0,92,0,0,0,0,92,0,0,0,11566,5749,0,5817,0,0,0,0,0,0.9925
16,3968,5424.8,5542,0,5452,568,98,98,0,563,98,0,0,0,0,0,98,0,0,1131,0,0,0,568,0,0,0,563,218,104,0,114,0,0,0,0,0,98,0,0,0,0,98,0,0,0,10776,5438,0,5338,0,0,0,0,0,0.992
17,4828,5796.78,6437,0,6370,595,97,97,0,539,97,0,0,0,0,0,97,0,0,1134,0,0,0,595,0,0,0,539,220,107,0,113,0,0,0,0,0,97,0,0,0,0,97,0,0,0,12587,6330,0,6257,0,0,0,0,0,0.9915
18,4590,4779.08,5809,0,5719,462,84,84,0,497,84,0,0,0,0,0,84,0,0,959,0,0,0,462,0,0,0,497,192,99,0,93,0,0,0,0,0,84,0,0,0,0,84,0,0,0,11336,5710,0,5626,0,0,0,0,0,0.991
19,5358,5316.58,6521,0,6260,508,90,90,0,533,90,0,0,0,0,0,90,0,0,1041,0,0,0,508,0,0,0,533,227,109,0,118,0,0,0,0,0,90,0,0,0,0,90,0,0,0,12554,6412,0,6142,0,0,0,0,0,0.9905
20,5380,5655.91,6031,0,6019,592,96,96,0,543,96,0,0,0,0,0,96,0,0,1135,0,0,0,592,0,0,0,543,233,118,0,115,0,0,0,0,0,96,0,0,0,0,96,0,0,0,11817,5913,0,5904,0,0,0,0,0,0.99
21,5733,5740.32,6056,0,6247,547,94,94,0,540,94,0,0,0,0,0,94,0,0,1087,0,0,0,547,0,0,0,540,251,121,0,130,0,0,0,0,0,94,0,0,0,0,94,0,0,0,12052,5935,0,6117,0,0,0,0,0,0.9896
22,6314,5906.84,6471,0,6489,594,97,97,0,540,97,0,0,0,0,0,97,0,0,1134,0,0,0,594,0,0,0,540,233,121,0,112,0,0,0,0,0,97,0,0,0,0,97,0,0,0,12727,6350,0,6377,0,0,0,0,0,0.9891
23,5888,4996.6,5828,0,5685,541,90,90,0,493,90,0,0,0,0,0,90,0,0,1034,0,0,0,541,0,0,0,493,181,100,0,81,0,0,0,0,0,90,0,0,0,0,90,0,0,0,11332,5728,0,5604,0,0,0,0,0,0.9886
24,6288,4952.88,5888,0,5877,525,92,92,0,528,92,0,0,0,0,0,92,0,0,1053,0,0,0,525,0,0,0,528,240,124,0,116,0,0,0,0,0,92,0,0,0,0,92,0,0,0,11525,5764,0,5761,0,0,0,0,0,0.9881
25,6750,5906.06,6041,0,6098,544,96,96,0,537,96,0,0,0,0,0,96,0,0,1081,0,0,0,544,0,0,0,537,204,108,0,96,0,0,0,0,0,96,0,0,0,0,96,0,0,0,11935,5933,0,6002,0,0,0,0,0,0.9876
26,6786,5446.77,5865,0,5838,530,95,95,0,546,95,0,0,0,0,0,95,0,0,1076,0,0,0,530,0,0,0,546,200,113,0,87,0,0,0,0,0,95,0,0,0,0,95,0,0,0,11503,5752,0,5751,0,0,0,0,0,0.9871
27,7992,5615.86,6596,0,6775,583,98,98,0,567,98,0,0,0,0,0,98,0,0,1150,0,0,0,583,0,0,0,567,244,119,0,125,0,0,0,0,0,98,0,0,0,0,98,0,0,0,13127,6477,0,6650,0,0,0,0,0,0.9866
28,8456,5422.17,6930,0,6874,540,92,92,0,512,92,0,0,0,0,0,92,0,0,1052,0,0,0,540,0,0,0,512,260,124,0,136,0,0,0,0,0,92,0,0,0,0,92,0,0,0,13544,6806,0,6738,0,0,0,0,0,0.9861
29,10295,6029.21,8356,0,8091,513,91,91,0,550,91,0,0,0,0,0,91,0,0,1063,0,0,0,513,0,0,0,550,252,132,0,120,0,0,0,0,0,91,0,0,0,0,91,0,0,0,16195,8224,0,7971,0,0,0,0,0,0.9856
30,8100,5604.16,6014,0,6103,596,93,93,0,503,93,0,0,0,0,0,93,0,0,1099,0,0,0,596,0,0,0,503,205,96,0,109,0,0,0,0,0,93,0,0,0,0,93,0,0,0,11912,5918,0,5994,0,0,0,0,0,0.9851
31,8122,5829.31,5922,0,5784,544,97,97,0,568,97,0,0,0,0,0,97,0,0,1112,0,0,0,544,0,0,0,568,202,100,0,102,0,0,0,0,0,97,0,0,0,0,97,0,0,0,11504,5822,0,5682,0,0,0,0,0,0.9846
32,7456,4750.27,5208,0,5165,505,89,89,0,519,89,0,0,0,0,0,89,0,0,1024,0,0,0,505,0,0,0,519,201,113,0,88,0,0,0,0,0,89,0,0,0,0,89,0,0,0,10172,5095,0,5077,0,0,0,0,0,0.9841
33,10098,6444.07,6858,0,7001,578,102,102,0,575,102,0,0,0,0,0,102,0,0,1153,0,0,0,578,0,0,0,575,244,120,0,124,0,0,0,0,0,102,0,0,0,0,102,0,0,0,13615,6738,0,6877,0,0,0,0,0,0.9836
34,11900,6149.9,8044,0,8075,567,98,98,0,553,98,0,0,0,0,0,98,0,0,1120,0,0,0,567,0,0,0,553,286,149,0,137,0,0,0,0,0,98,0,0,0,0,98,0,0,0,15833,7895,0,7938,0,0,0,0,0,0.9831
35,8575,5454.59,5547,0,5403,510,92,92,0,547,92,0,0,0,0,0,92,0,0,1057,0,0,0,510,0,0,0,547,192,87,0,105,0,0,0,0,0,92,0,0,0,0,92,0,0,0,10758,5460,0,5298,0,0,0,0,0,0.9826
36,8964,4555.63,5665,0,5528,507,88,88,0,504,88,0,0,0,0,0,88,0,0,1011,0,0,0,507,0,0,0,504,197,95,0,102,0,0,0,0,0,88,0,0,0,0,88,0,0,0,10996,5570,0,5426,0,0,0,0,0,0.9822
37,10693,5727.77,6507,0,6544,577,98,98,0,551,98,0,0,0,0,0,98,0,0,1128,0,0,0,577,0,0,0,551,223,118,0,105,0,0,0,0,0,98,0,0,0,0,98,0,0,0,12828,6389,0,6439,0,0,0,0,0,0.9817
38,12388,6464.52,7545,0,7393,559,97,97,0,552,97,0,0,0,0,0,97,0,0,1111,0,0,0,559,0,0,0,552,245,120,0,125,0,0,0,0,0,97,0,0,0,0,97,0,0,0,14693,7425,0,7268,0,0,0,0,0,0.9812
39,10413,5610.65,6136,0,5818,568,97,97,0,541,97,0,0,0,0,0,97,0,0,1109,0,0,0,568,0,0,0,541,188,97,0,91,0,0,0,0,0,97,0,0,0,0,97,0,0,0,11766,6039,0,5727,0,0,0,0,0,0.9807
40,12640,6111.35,7307,0,7139,532,95,95,0,551,95,0,0,0,0,0,95,0,0,1083,0,0,0,532,0,0,0,551,231,107,0,124,0,0,0,0,0,95,0,0,0,0,95,0,0,0,14215,7200,0,7015,0,0,0,0,0,0.9802
41,10947,5815.67,5971,0,6059,555,95,95,0,511,95,0,0,0,0,0,95,0,0,1066,0,0,0,555,0,0,0,511,233,109,0,124,0,0,0,0,0,95,0,0,0,0,95,0,0,0,11797,5862,0,5935,0,0,0,0,0,0.9797
42,15036,6580.39,8266,0,8189,593,98,98,0,560,98,0,0,0,0,0,98,0,0,1153,0,0,0,593,0,0,0,560,260,129,0,131,0,0,0,0,0,98,0,0,0,0,98,0,0,0,16195,8137,0,8058,0,0,0,0,0,0.9792
43,16039,6283.85,8594,0,8720,536,94,94,0,552,94,0,0,0,0,0,94,0,0,1088,0,0,0,536,0,0,0,552,232,117,0,115,0,0,0,0,0,94,0,0,0,0,94,0,0,0,17082,8477,0,8605,0,0,0,0,0,0.9787
44,12100,6074.38,6197,0,6129,557,98,98,0,580,98,0,0,0,0,0,98,0,0,1137,0,0,0,557,0,0,0,580,207,99,0,108,0,0,0,0,0,98,0,0,0,0,98,0,0,0,12119,6098,0,6021,0,0,0,0,0,0.9782
45,14085,5821.81,7217,0,7190,510,88,88,0,500,88,0,0,0,0,0,88,0,0,1010,0,0,0,510,0,0,0,500,238,125,0,113,0,0,0,0,0,88,0,0,0,0,88,0,0,0,14169,7092,0,7077,0,0,0,0,0,0.9777
46,15916,6537.41,7908,0,7919,596,99,99,0,582,99,0,0,0,0,0,99,0,0,1178,0,0,0,596,0,0,0,582,203,117,0,86,0,0,0,0,0,99,0,0,0,0,99,0,0,0,15624,7791,0,7833,0,0,0,0,0,0.9773
47,12032,5150.26,5841,0,5703,495,89,89,0,510,89,0,0,0,0,0,89,0,0,1005,0,0,0,495,0,0,0,510,189,96,0,93,0,0,0,0,0,89,0,0,0,0,89,0,0,0,11355,5745,0,5610,0,0,0,0,0,0.9768
48,13056,5411.23,6103,0,6158,527,91,91,0,549,91,0,0,0,0,0,91,0,0,1076,0,0,0,527,0,0,0,549,215,105,0,110,0,0,0,0,0,91,0,0,0,0,91,0,0,0,12046,5998,0,6048,0,0,0,0,0,0.9763
49,10927,4825.22,4820,0,4939,566,95,95,0,567,95,0,0,0,0,0,95,0,0,1133,0,0,0,566,0,0,0,567,197,94,0,103,0,0,0,0,0,95,0,0,0,0,95,0,0,0,9562,4726,0,4836,0,0,0,0,0,0.9758
50,12800,5741.09,5634,0,5730,574,100,100,0,607,100,0,0,0,0,0,100,0,0,1181,0,0,0,574,0,0,0,607,190,88,0,102,0,0,0,0,0,100,0,0,0,0,100,0,0,0,11174,5546,0,5628,0,0,0,0,0,0.9753
51,14025,5357.66,6281,0,6158,532,89,89,0,531,89,0,0,0,0,0,89,0,0,1063,0,0,0,532,0,0,0,531,233,111,0,122,0,0,0,0,0,89,0,0,0,0,89,0,0,0,12206,6170,0,6036,0,0,0,0,0,0.9748
52,13936,5929.64,6053,0,5991,533,97,97,0,566,97,0,0,0,0,0,97,0,0,1099,0,0,0,533,0,0,0,566,209,113,0,96,0,0,0,0,0,97,0,0,0,0,97,0,0,0,11835,5940,0,5895,0,0,0,0,0,0.9743
53,12932,4686.2,5422,0,5466,523,93,93,0,544,93,0,0,0,0,0,93,0,0,1067,0,0,0,523,0,0,0,544,174,83,0,91,0,0,0,0,0,93,0,0,0,0,93,0,0,0,10714,5339,0,5375,0,0,0,0,0,0.9738
54,15444,5589.43,6508,0,6373,585,96,96,0,557,96,0,0,0,0,0,96,0,0,1142,0,0,0,585,0,0,0,557,228,118,0,110,0,0,0,0,0,96,0,0,0,0,96,0,0,0,12653,6390,0,6263,0,0,0,0,0,0.9734
55,15675,5963.0,6541,0,6438,527,90,90,0,500,90,0,0,0,0,0,90,0,0,1027,0,0,0,527,0,0,0,500,193,104,0,89,0,0,0,0,0,90,0,0,0,0,90,0,0,0,12786,6437,0,6349,0,0,0,0,0,0.9729
56,13552,4881.15,5353,0,5424,541,92,92,0,514,92,0,0,0,0,0,92,0,0,1055,0,0,0,541,0,0,0,514,198,101,0,97,0,0,0,0,0,92,0,0,0,0,92,0,0,0,10579,5252,0,5327,0,0,0,0,0,0.9724
57,15447,5570.92,6142,0,6045,535,93,93,0,571,93,0,0,0,0,0,93,0,0,1106,0,0,0,535,0,0,0,571,206,96,0,110,0,0,0,0,0,93,0,0,0,0,93,0,0,0,11981,6046,0,5935,0,0,0,0,0,0.9719
58,18908,5967.81,7461,0,7433,563,97,97,0,580,97,0,0,0,0,0,97,0,0,1143,0,0,0,563,0,0,0,580,239,125,0,114,0,0,0,0,0,97,0,0,0,0,97,0,0,0,14655,7336,0,7319,0,0,0,0,0,0.9714
59,14750,5493.77,5624,0,5553,518,91,91,0,541,91,0,0,0,0,0,91,0,0,1059,0,0,0,518,0,0,0,541,201,103,0,98,0,0,0,0,0,91,0,0,0,0,91,0,0,0,10976,5521,0,5455,0,0,0,0,0,0.9709
60,18840,5513.66,7215,0,7287,471,85,85,0,498,85,0,0,0,0,0,85,0,0,969,0,0,0,471,0,0,0,498,221,116,0,105,0,0,0,0,0,85,0,0,0,0,85,0,0,0,14281,7099,0,7182,0,0,0,0,0,0.9704
61,15555,5518.74,5714,0,5679,546,94,94,0,554,94,0,0,0,0,0,94,0,0,1100,0,0,0,546,0,0,0,554,194,91,0,103,0,0,0,0,0,94,0,0,0,0,94,0,0,0,11199,5623,0,5576,0,0,0,0,0,0.97
62,22940,6738.21,8586,0,8514,559,101,101,0,585,101,0,0,0,0,0,101,0,0,1144,0,0,0,559,0,0,0,585,247,120,0,127,0,0,0,0,0,101,0,0,0,0,101,0,0,0,16853,8466,0,8387,0,0,0,0,0,0.9695
63,19782,6029.4,7197,0,7149,544,95,95,0,544,95,0,0,0,0,0,95,0,0,1088,0,0,0,544,0,0,0,544,203,102,0,101,0,0,0,0,0,95,0,0,0,0,95,0,0,0,14143,7095,0,7048,0,0,0,0,0,0.969
64,17280,5701.11,6089,0,6050,562,97,97,0,543,97,0,0,0,0,0,97,0,0,1105,0,0,0,562,0,0,0,543,227,100,0,127,0,0,0,0,0,97,0,0,0,0,97,0,0,0,11912,5989,0,5923,0,0,0,0,0,0.9685
65,19955,5694.42,7011,0,6944,560,94,94,0,554,94,0,0,0,0,0,94,0,0,1114,0,0,0,560,0,0,0,554,248,138,0,110,0,0,0,0,0,94,0,0,0,0,94,0,0,0,13707,6873,0,6834,0,0,0,0,0,0.968
66,18876,5322.89,6566,0,6476,507,87,87,0,525,87,0,0,0,0,0,87,0,0,1032,0,0,0,507,0,0,0,525,202,131,0,71,0,0,0,0,0,87,0,0,0,0,87,0,0,0,12840,6435,0,6405,0,0,0,0,0,0.9675
67,23249,5689.49,7924,0,8088,528,92,92,0,557,92,0,0,0,0,0,92,0,0,1085,0,0,0,528,0,0,0,557,230,101,0,129,0,0,0,0,0,92,0,0,0,0,92,0,0,0,15782,7823,0,7959,0,0,0,0,0,0.967
68,21012,6181.98,6940,0,7183,540,95,95,0,542,95,0,0,0,0,0,95,0,0,1082,0,0,0,540,0,0,0,542,271,123,0,148,0,0,0,0,0,95,0,0,0,0,95,0,0,0,13852,6817,0,7035,0,0,0,0,0,0.9666
69,18147,5677.94,5813,0,6004,548,98,98,0,539,98,0,0,0,0,0,98,0,0,1087,0,0,0,548,0,0,0,539,214,109,0,105,0,0,0,0,0,98,0,0,0,0,98,0,0,0,11603,5704,0,5899,0,0,0,0,0,0.9661
70,22820,6086.34,7515,0,7512,504,90,90,0,524,90,0,0,0,0,0,90,0,0,1028,0,0,0,504,0,0,0,524,224,106,0,118,0,0,0,0,0,90,0,0,0,0,90,0,0,0,14803,7409,0,7394,0,0,0,0,0,0.9656
71,24850,6587.83,8093,0,8018,571,99,99,0,565,99,0,0,0,0,0,99,0,0,1136,0,0,0,571,0,0,0,565,262,135,0,127,0,0,0,0,0,99,0,0,0,0,99,0,0,0,15849,7958,0,7891,0,0,0,0,0,0.9651
72,18792,5485.14,5861,0,5946,482,89,89,0,531,89,0,0,0,0,0,89,0,0,1013,0,0,0,482,0,0,0,531,221,106,0,115,0,0,0,0,0,89,0,0,0,0,89,0,0,0,11586,5755,0,5831,0,0,0,0,0,0.9646
73,20805,5241.83,6484,0,6463,532,93,93,0,523,93,0,0,0,0,0,93,0,0,1055,0,0,0,532,0,0,0,523,202,100,0,102,0,0,0,0,0,93,0,0,0,0,93,0,0,0,12745,6384,0,6361,0,0,0,0,0,0.9641
74,18648,5684.53,5630,0,5543,604,97,97,0,536,97,0,0,0,0,0,97,0,0,1140,0,0,0,604,0,0,0,536,199,96,0,103,0,0,0,0,0,97,0,0,0,0,97,0,0,0,10974,5534,0,5440,0,0,0,0,0,0.9637
75,28200,6396.25,8844,0,8699,500,89,89,0,513,89,0,0,0,0,0,89,0,0,1013,0,0,0,500,0,0,0,513,231,117,0,114,0,0,0,0,0,89,0,0,0,0,89,0,0,0,17312,8727,0,8585,0,0,0,0,0,0.9632
76,18468,5076.43,5476,0,5383,497,89,89,0,522,89,0,0,0,0,0,89,0,0,1019,0,0,0,497,0,0,0,522,173,72,0,101,0,0,0,0,0,89,0,0,0,0,89,0,0,0,10686,5404,0,5282,0,0,0,0,0,0.9627
77,16709,5049.43,4809,0,4686,573,94,94,0,544,94,0,0,0,0,0,94,0,0,1117,0,0,0,573,0,0,0,544,205,106,0,99,0,0,0,0,0,94,0,0,0,0,94,0,0,0,9290,4703,0,4587,0,0,0,0,0,0.9622
78,21450,5194.09,6147,0,6336,535,88,88,0,486,88,0,0,0,0,0,88,0,0,1021,0,0,0,535,0,0,0,486,203,95,0,108,0,0,0,0,0,88,0,0,0,0,88,0,0,0,12280,6052,0,6228,0,0,0,0,0,0.9617
79,21251,5969.08,6085,0,5976,566,96,96,0,532,96,0,0,0,0,0,96,0,0,1098,0,0,0,566,0,0,0,532,195,103,0,92,0,0,0,0,0,96,0,0,0,0,96,0,0,0,11866,5982,0,5884,0,0,0,0,0,0.9613
80,22720,5401.66,6437,0,6483,526,88,88,0,500,88,0,0,0,0,0,88,0,0,1026,0,0,0,526,0,0,0,500,238,109,0,129,0,0,0,0,0,88,0,0,0,0,88,0,0,0,12682,6328,0,6354,0,0,0,0,0,0.9608
81,21627,5837.24,5993,0,6031,541,96,96,0,531,96,0,0,0,0,0,96,0,0,1072,0,0,0,541,0,0,0,531,198,87,0,111,0,0,0,0,0,96,0,0,0,0,96,0,0,0,11826,5906,0,5920,0,0,0,0,0,0.9603
82,20336,5813.4,5409,0,5612,543,97,97,0,576,97,0,0,0,0,0,97,0,0,1119,0,0,0,543,0,0,0,576,227,102,0,125,0,0,0,0,0,97,0,0,0,0,97,0,0,0,10794,5307,0,5487,0,0,0,0,0,0.9598
83,25730,6095.25,7075,0,7069,544,96,96,0,548,96,0,0,0,0,0,96,0,0,1092,0,0,0,544,0,0,0,548,230,113,0,117,0,0,0,0,0,96,0,0,0,0,96,0,0,0,13914,6962,0,6952,0,0,0,0,0,0.9593
84,37716,6318.78,10602,0,10514,533,92,92,0,533,92,0,0,0,0,0,92,0,0,1066,0,0,0,533,0,0,0,533,271,116,0,155,0,0,0,0,0,92,0,0,0,0,92,0,0,0,20845,10486,0,10359,0,0,0,0,0,0.9589
85,22525,5609.94,5927,0,5943,566,98,98,0,553,98,0,0,0,0,0,98,0,0,1119,0,0,0,566,0,0,0,553,198,104,0,94,0,0,0,0,0,98,0,0,0,0,98,0,0,0,11672,5823,0,5849,0,0,0,0,0,0.9584
86,33626,6637.96,9021,0,9138,575,95,95,0,558,95,0,0,0,0,0,95,0,0,1133,0,0,0,575,0,0,0,558,234,114,0,120,0,0,0,0,0,95,0,0,0,0,95,0,0,0,17925,8907,0,9018,0,0,0,0,0,0.9579
87,24447,5533.0,6448,0,6337,532,90,90,0,503,90,0,0,0,0,0,90,0,0,1035,0,0,0,532,0,0,0,503,191,108,0,83,0,0,0,0,0,90,0,0,0,0,90,0,0,0,12594,6340,0,6254,0,0,0,0,0,0.9574
88,22616,5150.9,5810,0,5705,550,93,93,0,523,93,0,0,0,0,0,93,0,0,1073,0,0,0,550,0,0,0,523,195,111,0,84,0,0,0,0,0,93,0,0,0,0,93,0,0,0,11320,5699,0,5621,0,0,0,0,0,0.9569
89,30260,6089.14,7657,0,7956,592,97,97,0,530,97,0,0,0,0,0,97,0,0,1122,0,0,0,592,0,0,0,530,265,135,0,130,0,0,0,0,0,97,0,0,0,0,97,0,0,0,15348,7522,0,7826,0,0,0,0,0,0.9565
90,21060,5022.38,5186,0,5199,521,93,93,0,513,93,0,0,0,0,0,93,0,0,1034,0,0,0,521,0,0,0,513,199,97,0,102,0,0,0,0,0,93,0,0,0,0,93,0,0,0,10186,5089,0,5097,0,0,0,0,0,0.956
91,26026,5781.39,6491,0,6530,511,92,92,0,534,92,0,0,0,0,0,92,0,0,1045,0,0,0,511,0,0,0,534,238,129,0,109,0,0,0,0,0,92,0,0,0,0,92,0,0,0,12783,6362,0,6421,0,0,0,0,0,0.9555
92,25392,5222.6,6257,0,6256,529,89,89,0,507,89,0,0,0,0,0,89,0,0,1036,0,0,0,529,0,0,0,507,187,89,0,98,0,0,0,0,0,89,0,0,0,0,89,0,0,0,12326,6168,0,6158,0,0,0,0,0,0.955
93,27993,5998.81,6876,0,6784,582,99,99,0,546,99,0,0,0,0,0,99,0,0,1128,0,0,0,582,0,0,0,546,222,121,0,101,0,0,0,0,0,99,0,0,0,0,99,0,0,0,13438,6755,0,6683,0,0,0,0,0,0.9546
94,31114,5354.08,7564,0,7719,493,88,88,0,520,88,0,0,0,0,0,88,0,0,1013,0,0,0,493,0,0,0,520,229,116,0,113,0,0,0,0,0,88,0,0,0,0,88,0,0,0,15054,7448,0,7606,0,0,0,0,0,0.9541
95,22135,5492.27,5186,0,5079,565,97,97,0,536,97,0,0,0,0,0,97,0,0,1101,0,0,0,565,0,0,0,536,170,86,0,84,0,0,0,0,0,97,0,0,0,0,97,0,0,0,10095,5100,0,4995,0,0,0,0,0,0.9536
96,34752,6778.53,8384,0,8252,589,101,101,0,603,101,0,0,0,0,0,101,0,0,1192,0,0,0,589,0,0,0,603,256,129,0,127,0,0,0,0,0,101,0,0,0,0,101,0,0,0,16380,8255,0,8125,0,0,0,0,0,0.9531
