Episode,Tick,Avg reward X episode,random-walk,lay-food-pheromone,follow-food-pheromone,follow-nest-pheromone,take-food,drop-food,random-walk-and-lay-food-pheromone,follow-nest-pheromone-and-lay-food-pheromone,has-food-in-nest,has-food-in-nest_random-walk,has-food-in-nest_lay-food-pheromone,has-food-in-nest_follow-food-pheromone,has-food-in-nest_follow-nest-pheromone,has-food-in-nest_take-food,has-food-in-nest_drop-food,has-food-in-nest_random-walk-and-lay-food-pheromone,has-food-in-nest_follow-nest-pheromone-and-lay-food-pheromone,has-food-out-nest,has-food-out-nest_random-walk,has-food-out-nest_lay-food-pheromone,has-food-out-nest_follow-food-pheromone,has-food-out-nest_follow-nest-pheromone,has-food-out-nest_take-food,has-food-out-nest_drop-food,has-food-out-nest_random-walk-and-lay-food-pheromone,has-food-out-nest_follow-nest-pheromone-and-lay-food-pheromone,food-available-in-nest,food-available-in-nest_random-walk,food-available-in-nest_lay-food-pheromone,food-available-in-nest_follow-food-pheromone,food-available-in-nest_follow-nest-pheromone,food-available-in-nest_take-food,food-available-in-nest_drop-food,food-available-in-nest_random-walk-and-lay-food-pheromone,food-available-in-nest_follow-nest-pheromone-and-lay-food-pheromone,food-available-out-nest,food-available-out-nest_random-walk,food-available-out-nest_lay-food-pheromone,food-available-out-nest_follow-food-pheromone,food-available-out-nest_follow-nest-pheromone,food-available-out-nest_take-food,food-available-out-nest_drop-food,food-available-out-nest_random-walk-and-lay-food-pheromone,food-available-out-nest_follow-nest-pheromone-and-lay-food-pheromone,food-not-available,food-not-available_random-walk,food-not-available_lay-food-pheromone,food-not-available_follow-food-pheromone,food-not-available_follow-nest-pheromone,food-not-available_take-food,food-not-available_drop-food,food-not-available_random-walk-and-lay-food-pheromone,food-not-available_follow-nest-pheromone-and-lay-food-pheromone,Epsilon
23,11500,406.31,11905,0,11706,590,101,101,0,597,101,0,0,0,0,0,101,0,0,1187,0,0,0,590,0,0,0,597,311,169,0,142,0,0,0,0,0,101,0,0,0,0,101,0,0,0,23300,11736,0,11564,0,0,0,0,0,0.9886
24,12000,202.08,11795,0,11888,574,98,98,0,547,98,0,0,0,0,0,98,0,0,1121,0,0,0,574,0,0,0,547,297,141,0,156,0,0,0,0,0,98,0,0,0,0,98,0,0,0,23386,11654,0,11732,0,0,0,0,0,0.9881
25,12500,-55.75,11856,0,11854,563,93,93,0,541,93,0,0,0,0,0,93,0,0,1104,0,0,0,563,0,0,0,541,271,130,0,141,0,0,0,0,0,93,0,0,0,0,93,0,0,0,23439,11726,0,11713,0,0,0,0,0,0.9876
26,13000,-213.05,11996,0,11778,470,91,91,0,574,91,0,0,0,0,0,91,0,0,1044,0,0,0,470,0,0,0,574,320,144,0,176,0,0,0,0,0,91,0,0,0,0,91,0,0,0,23454,11852,0,11602,0,0,0,0,0,0.9871
27,13500,-301.91,11910,0,11884,536,92,92,0,486,92,0,0,0,0,0,92,0,0,1022,0,0,0,536,0,0,0,486,319,153,0,166,0,0,0,0,0,92,0,0,0,0,92,0,0,0,23475,11757,0,11718,0,0,0,0,0,0.9866
28,14000,-223.15,11752,0,11998,544,92,92,0,522,92,0,0,0,0,0,92,0,0,1066,0,0,0,544,0,0,0,522,288,151,0,137,0,0,0,0,0,92,0,0,0,0,92,0,0,0,23462,11601,0,11861,0,0,0,0,0,0.9861
29,14500,-263.26,11991,0,11774,504,92,92,0,547,92,0,0,0,0,0,92,0,0,1051,0,0,0,504,0,0,0,547,288,149,0,139,0,0,0,0,0,92,0,0,0,0,92,0,0,0,23477,11842,0,11635,0,0,0,0,0,0.9856
30,15000,-250.59,11828,0,11836,563,98,98,0,577,98,0,0,0,0,0,98,0,0,1140,0,0,0,563,0,0,0,577,214,89,0,125,0,0,0,0,0,98,0,0,0,0,98,0,0,0,23450,11739,0,11711,0,0,0,0,0,0.9851
31,15500,-298.64,11842,0,11903,550,93,93,0,519,93,0,0,0,0,0,93,0,0,1069,0,0,0,550,0,0,0,519,229,109,0,120,0,0,0,0,0,93,0,0,0,0,93,0,0,0,23516,11733,0,11783,0,0,0,0,0,0.9846
32,16000,-646.34,12036,0,11752,539,90,90,0,493,90,0,0,0,0,0,90,0,0,1032,0,0,0,539,0,0,0,493,287,137,0,150,0,0,0,0,0,90,0,0,0,0,90,0,0,0,23501,11899,0,11602,0,0,0,0,0,0.9841
33,16500,72.83,11826,0,11887,587,98,98,0,504,98,0,0,0,0,0,98,0,0,1091,0,0,0,587,0,0,0,504,304,171,0,133,0,0,0,0,0,98,0,0,0,0,98,0,0,0,23409,11655,0,11754,0,0,0,0,0,0.9836
34,17000,-643.27,11959,0,11824,548,91,91,0,487,91,0,0,0,0,0,91,0,0,1035,0,0,0,548,0,0,0,487,302,163,0,139,0,0,0,0,0,91,0,0,0,0,91,0,0,0,23481,11796,0,11685,0,0,0,0,0,0.9831
35,17500,-440.8,11924,0,11778,558,95,95,0,550,95,0,0,0,0,0,95,0,0,1108,0,0,0,558,0,0,0,550,301,150,0,151,0,0,0,0,0,95,0,0,0,0,95,0,0,0,23401,11774,0,11627,0,0,0,0,0,0.9826
36,18000,168.22,11794,0,11820,576,100,100,0,610,100,0,0,0,0,0,100,0,0,1186,0,0,0,576,0,0,0,610,294,154,0,140,0,0,0,0,0,100,0,0,0,0,100,0,0,0,23320,11640,0,11680,0,0,0,0,0,0.9822
37,18500,-246.51,11795,0,11920,562,94,94,0,535,94,0,0,0,0,0,94,0,0,1097,0,0,0,562,0,0,0,535,306,155,0,151,0,0,0,0,0,94,0,0,0,0,94,0,0,0,23409,11640,0,11769,0,0,0,0,0,0.9817
38,19000,-137.07,11786,0,11939,547,94,94,0,540,94,0,0,0,0,0,94,0,0,1087,0,0,0,547,0,0,0,540,250,121,0,129,0,0,0,0,0,94,0,0,0,0,94,0,0,0,23475,11665,0,11810,0,0,0,0,0,0.9812
39,19500,-421.36,11753,0,12046,525,89,89,0,498,89,0,0,0,0,0,89,0,0,1023,0,0,0,525,0,0,0,498,330,162,0,168,0,0,0,0,0,89,0,0,0,0,89,0,0,0,23469,11591,0,11878,0,0,0,0,0,0.9807
40,20000,-262.61,11953,0,11769,543,94,94,0,547,94,0,0,0,0,0,94,0,0,1090,0,0,0,543,0,0,0,547,293,154,0,139,0,0,0,0,0,94,0,0,0,0,94,0,0,0,23429,11799,0,11630,0,0,0,0,0,0.9802
41,20500,-255.18,11876,0,11859,565,91,91,0,518,91,0,0,0,0,0,91,0,0,1083,0,0,0,565,0,0,0,518,279,139,0,140,0,0,0,0,0,91,0,0,0,0,91,0,0,0,23456,11737,0,11719,0,0,0,0,0,0.9797
42,21000,37.64,11976,0,11821,528,92,92,0,491,92,0,0,0,0,0,92,0,0,1019,0,0,0,528,0,0,0,491,255,137,0,118,0,0,0,0,0,92,0,0,0,0,92,0,0,0,23542,11839,0,11703,0,0,0,0,0,0.9792
43,21500,489.49,11859,0,11786,563,101,101,0,590,101,0,0,0,0,0,101,0,0,1153,0,0,0,563,0,0,0,590,345,172,0,173,0,0,0,0,0,101,0,0,0,0,101,0,0,0,23300,11687,0,11613,0,0,0,0,0,0.9787
44,22000,-43.26,11883,0,11836,539,95,95,0,552,95,0,0,0,0,0,95,0,0,1091,0,0,0,539,0,0,0,552,347,169,0,178,0,0,0,0,0,95,0,0,0,0,95,0,0,0,23372,11714,0,11658,0,0,0,0,0,0.9782
45,22500,-745.57,11919,0,11878,528,88,88,0,499,88,0,0,0,0,0,88,0,0,1027,0,0,0,528,0,0,0,499,342,173,0,169,0,0,0,0,0,88,0,0,0,0,88,0,0,0,23455,11746,0,11709,0,0,0,0,0,0.9777
46,23000,-577.2,11962,0,11870,490,86,86,0,506,86,0,0,0,0,0,86,0,0,996,0,0,0,490,0,0,0,506,251,121,0,130,0,0,0,0,0,86,0,0,0,0,86,0,0,0,23581,11841,0,11740,0,0,0,0,0,0.9773
47,23500,-70.82,11940,0,11777,524,94,94,0,571,94,0,0,0,0,0,94,0,0,1095,0,0,0,524,0,0,0,571,302,162,0,140,0,0,0,0,0,94,0,0,0,0,94,0,0,0,23415,11778,0,11637,0,0,0,0,0,0.9768
48,24000,-277.72,11807,0,11985,539,90,90,0,489,90,0,0,0,0,0,90,0,0,1028,0,0,0,539,0,0,0,489,271,136,0,135,0,0,0,0,0,90,0,0,0,0,90,0,0,0,23521,11671,0,11850,0,0,0,0,0,0.9763
49,24500,-461.25,11976,0,11813,552,89,89,0,481,89,0,0,0,0,0,89,0,0,1033,0,0,0,552,0,0,0,481,294,160,0,134,0,0,0,0,0,89,0,0,0,0,89,0,0,0,23495,11816,0,11679,0,0,0,0,0,0.9758
50,25000,30.56,11854,0,11805,597,99,99,0,546,99,0,0,0,0,0,99,0,0,1143,0,0,0,597,0,0,0,546,306,167,0,139,0,0,0,0,0,99,0,0,0,0,99,0,0,0,23353,11687,0,11666,0,0,0,0,0,0.9753
51,25500,214.51,11828,0,11837,561,98,98,0,578,98,0,0,0,0,0,98,0,0,1139,0,0,0,561,0,0,0,578,278,137,0,141,0,0,0,0,0,98,0,0,0,0,98,0,0,0,23387,11691,0,11696,0,0,0,0,0,0.9748
52,26000,556.58,11767,0,11829,610,103,103,0,588,103,0,0,0,0,0,103,0,0,1198,0,0,0,610,0,0,0,588,353,189,0,164,0,0,0,0,0,103,0,0,0,0,103,0,0,0,23243,11578,0,11665,0,0,0,0,0,0.9743
53,26500,-425.63,11743,0,12059,530,89,89,0,490,89,0,0,0,0,0,89,0,0,1020,0,0,0,530,0,0,0,490,290,145,0,145,0,0,0,0,0,89,0,0,0,0,89,0,0,0,23512,11598,0,11914,0,0,0,0,0,0.9738
54,27000,106.84,11756,0,11888,560,99,99,0,598,99,0,0,0,0,0,99,0,0,1158,0,0,0,560,0,0,0,598,299,148,0,151,0,0,0,0,0,99,0,0,0,0,99,0,0,0,23345,11608,0,11737,0,0,0,0,0,0.9734
55,27500,214.75,11967,0,11751,543,96,96,0,547,96,0,0,0,0,0,96,0,0,1090,0,0,0,543,0,0,0,547,323,165,0,158,0,0,0,0,0,96,0,0,0,0,96,0,0,0,23395,11802,0,11593,0,0,0,0,0,0.9729
56,28000,35.5,11925,0,11697,577,102,102,0,597,102,0,0,0,0,0,102,0,0,1174,0,0,0,577,0,0,0,597,325,166,0,159,0,0,0,0,0,102,0,0,0,0,102,0,0,0,23297,11759,0,11538,0,0,0,0,0,0.9724
57,28500,153.52,11923,0,11776,567,97,97,0,540,97,0,0,0,0,0,97,0,0,1107,0,0,0,567,0,0,0,540,251,130,0,121,0,0,0,0,0,97,0,0,0,0,97,0,0,0,23448,11793,0,11655,0,0,0,0,0,0.9719
58,29000,275.39,11978,0,11742,548,95,95,0,542,95,0,0,0,0,0,95,0,0,1090,0,0,0,548,0,0,0,542,292,144,0,148,0,0,0,0,0,95,0,0,0,0,95,0,0,0,23428,11834,0,11594,0,0,0,0,0,0.9714
59,29500,-32.83,11946,0,11777,549,94,94,0,540,94,0,0,0,0,0,94,0,0,1089,0,0,0,549,0,0,0,540,228,124,0,104,0,0,0,0,0,94,0,0,0,0,94,0,0,0,23495,11822,0,11673,0,0,0,0,0,0.9709
60,30000,-76.46,11834,0,11861,557,97,97,0,554,97,0,0,0,0,0,97,0,0,1111,0,0,0,557,0,0,0,554,349,171,0,178,0,0,0,0,0,97,0,0,0,0,97,0,0,0,23346,11663,0,11683,0,0,0,0,0,0.9704
61,30500,-238.43,11903,0,11850,557,92,92,0,506,92,0,0,0,0,0,92,0,0,1063,0,0,0,557,0,0,0,506,248,125,0,123,0,0,0,0,0,92,0,0,0,0,92,0,0,0,23505,11778,0,11727,0,0,0,0,0,0.97
62,31000,201.04,11907,0,11743,551,99,99,0,601,99,0,0,0,0,0,99,0,0,1152,0,0,0,551,0,0,0,601,287,151,0,136,0,0,0,0,0,99,0,0,0,0,99,0,0,0,23363,11756,0,11607,0,0,0,0,0,0.9695
63,31500,289.19,11957,0,11751,541,95,95,0,561,95,0,0,0,0,0,95,0,0,1102,0,0,0,541,0,0,0,561,249,111,0,138,0,0,0,0,0,95,0,0,0,0,95,0,0,0,23459,11846,0,11613,0,0,0,0,0,0.969
64,32000,-363.65,11866,0,11919,524,90,90,0,511,90,0,0,0,0,0,90,0,0,1035,0,0,0,524,0,0,0,511,335,177,0,158,0,0,0,0,0,90,0,0,0,0,90,0,0,0,23450,11689,0,11761,0,0,0,0,0,0.9685
65,32500,-655.46,11888,0,11924,515,87,87,0,499,87,0,0,0,0,0,87,0,0,1014,0,0,0,515,0,0,0,499,273,130,0,143,0,0,0,0,0,87,0,0,0,0,87,0,0,0,23539,11758,0,11781,0,0,0,0,0,0.968
66,33000,-209.45,12003,0,11698,565,96,96,0,542,96,0,0,0,0,0,96,0,0,1107,0,0,0,565,0,0,0,542,273,141,0,132,0,0,0,0,0,96,0,0,0,0,96,0,0,0,23428,11862,0,11566,0,0,0,0,0,0.9675
67,33500,-319.9,11656,0,11990,588,96,96,0,574,96,0,0,0,0,0,96,0,0,1162,0,0,0,588,0,0,0,574,296,129,0,167,0,0,0,0,0,96,0,0,0,0,96,0,0,0,23350,11527,0,11823,0,0,0,0,0,0.967
68,34000,109.04,11908,0,11814,527,96,96,0,559,96,0,0,0,0,0,96,0,0,1086,0,0,0,527,0,0,0,559,283,142,0,141,0,0,0,0,0,96,0,0,0,0,96,0,0,0,23439,11766,0,11673,0,0,0,0,0,0.9666
69,34500,30.38,11996,0,11718,549,95,95,0,547,95,0,0,0,0,0,95,0,0,1096,0,0,0,549,0,0,0,547,329,177,0,152,0,0,0,0,0,95,0,0,0,0,95,0,0,0,23385,11819,0,11566,0,0,0,0,0,0.9661
70,35000,251.57,11876,0,11782,567,99,99,0,577,99,0,0,0,0,0,99,0,0,1144,0,0,0,567,0,0,0,577,313,147,0,166,0,0,0,0,0,99,0,0,0,0,99,0,0,0,23345,11729,0,11616,0,0,0,0,0,0.9656
71,35500,-186.5,11755,0,12015,539,90,90,0,511,90,0,0,0,0,0,90,0,0,1050,0,0,0,539,0,0,0,511,295,160,0,135,0,0,0,0,0,90,0,0,0,0,90,0,0,0,23475,11595,0,11880,0,0,0,0,0,0.9651
72,36000,154.59,11833,0,11890,529,95,95,0,558,95,0,0,0,0,0,95,0,0,1087,0,0,0,529,0,0,0,558,208,99,0,109,0,0,0,0,0,95,0,0,0,0,95,0,0,0,23515,11734,0,11781,0,0,0,0,0,0.9646
73,36500,275.78,11850,0,11783,573,103,103,0,588,103,0,0,0,0,0,103,0,0,1161,0,0,0,573,0,0,0,588,363,172,0,191,0,0,0,0,0,103,0,0,0,0,103,0,0,0,23270,11678,0,11592,0,0,0,0,0,0.9641
74,37000,101.18,11656,0,11997,613,100,100,0,534,100,0,0,0,0,0,100,0,0,1147,0,0,0,613,0,0,0,534,315,148,0,167,0,0,0,0,0,100,0,0,0,0,100,0,0,0,23338,11508,0,11830,0,0,0,0,0,0.9637
75,37500,389.58,11905,0,11752,553,99,99,0,592,99,0,0,0,0,0,99,0,0,1145,0,0,0,553,0,0,0,592,260,119,0,141,0,0,0,0,0,99,0,0,0,0,99,0,0,0,23397,11786,0,11611,0,0,0,0,0,0.9632
76,38000,1127.14,11882,0,11616,653,109,109,0,631,109,0,0,0,0,0,109,0,0,1284,0,0,0,653,0,0,0,631,252,127,0,125,0,0,0,0,0,109,0,0,0,0,109,0,0,0,23246,11755,0,11491,0,0,0,0,0,0.9627
77,38500,147.32,11594,0,12052,610,99,99,0,546,99,0,0,0,0,0,99,0,0,1156,0,0,0,610,0,0,0,546,288,120,0,168,0,0,0,0,0,99,0,0,0,0,99,0,0,0,23358,11474,0,11884,0,0,0,0,0,0.9622
78,39000,227.29,11797,0,11826,598,100,100,0,579,100,0,0,0,0,0,100,0,0,1177,0,0,0,598,0,0,0,579,352,189,0,163,0,0,0,0,0,100,0,0,0,0,100,0,0,0,23271,11608,0,11663,0,0,0,0,0,0.9617
79,39500,698.64,11847,0,11786,558,102,102,0,605,102,0,0,0,0,0,102,0,0,1163,0,0,0,558,0,0,0,605,297,146,0,151,0,0,0,0,0,102,0,0,0,0,102,0,0,0,23336,11701,0,11635,0,0,0,0,0,0.9613
80,40000,-315.7,11955,0,11848,528,88,88,0,493,88,0,0,0,0,0,88,0,0,1021,0,0,0,528,0,0,0,493,283,146,0,137,0,0,0,0,0,88,0,0,0,0,88,0,0,0,23520,11809,0,11711,0,0,0,0,0,0.9608
81,40500,-608.36,11963,0,11869,510,86,86,0,486,86,0,0,0,0,0,86,0,0,996,0,0,0,510,0,0,0,486,338,167,0,171,0,0,0,0,0,86,0,0,0,0,86,0,0,0,23494,11796,0,11698,0,0,0,0,0,0.9603
82,41000,-184.91,11913,0,11817,545,94,94,0,537,94,0,0,0,0,0,94,0,0,1082,0,0,0,545,0,0,0,537,315,156,0,159,0,0,0,0,0,94,0,0,0,0,94,0,0,0,23415,11757,0,11658,0,0,0,0,0,0.9598
83,41500,180.49,11760,0,11905,559,98,98,0,580,98,0,0,0,0,0,98,0,0,1139,0,0,0,559,0,0,0,580,288,138,0,150,0,0,0,0,0,98,0,0,0,0,98,0,0,0,23377,11622,0,11755,0,0,0,0,0,0.9593
84,42000,-146.41,11876,0,11835,539,95,95,0,560,95,0,0,0,0,0,95,0,0,1099,0,0,0,539,0,0,0,560,272,141,0,131,0,0,0,0,0,95,0,0,0,0,95,0,0,0,23439,11735,0,11704,0,0,0,0,0,0.9589
85,42500,-13.83,11763,0,11927,569,98,98,0,545,98,0,0,0,0,0,98,0,0,1114,0,0,0,569,0,0,0,545,246,129,0,117,0,0,0,0,0,98,0,0,0,0,98,0,0,0,23444,11634,0,11810,0,0,0,0,0,0.9584
86,43000,102.98,11894,0,11832,528,94,94,0,558,94,0,0,0,0,0,94,0,0,1086,0,0,0,528,0,0,0,558,206,105,0,101,0,0,0,0,0,94,0,0,0,0,94,0,0,0,23520,11789,0,11731,0,0,0,0,0,0.9579
87,43500,-219.88,11876,0,11908,498,90,90,0,538,90,0,0,0,0,0,90,0,0,1036,0,0,0,498,0,0,0,538,286,152,0,134,0,0,0,0,0,90,0,0,0,0,90,0,0,0,23498,11724,0,11774,0,0,0,0,0,0.9574
88,44000,-349.48,11943,0,11877,513,87,87,0,493,87,0,0,0,0,0,87,0,0,1006,0,0,0,513,0,0,0,493,253,133,0,120,0,0,0,0,0,87,0,0,0,0,87,0,0,0,23567,11810,0,11757,0,0,0,0,0,0.9569
89,44500,173.76,11870,0,11817,537,96,96,0,584,96,0,0,0,0,0,96,0,0,1121,0,0,0,537,0,0,0,584,252,128,0,124,0,0,0,0,0,96,0,0,0,0,96,0,0,0,23435,11742,0,11693,0,0,0,0,0,0.9565
90,45000,183.52,11929,0,11829,517,93,93,0,539,93,0,0,0,0,0,93,0,0,1056,0,0,0,517,0,0,0,539,210,118,0,92,0,0,0,0,0,93,0,0,0,0,93,0,0,0,23548,11811,0,11737,0,0,0,0,0,0.956
91,45500,171.73,11841,0,11815,560,99,99,0,586,99,0,0,0,0,0,99,0,0,1146,0,0,0,560,0,0,0,586,255,125,0,130,0,0,0,0,0,99,0,0,0,0,99,0,0,0,23401,11716,0,11685,0,0,0,0,0,0.9555
92,46000,303.4,11903,0,11748,570,100,100,0,579,100,0,0,0,0,0,100,0,0,1149,0,0,0,570,0,0,0,579,310,134,0,176,0,0,0,0,0,100,0,0,0,0,100,0,0,0,23341,11769,0,11572,0,0,0,0,0,0.955
93,46500,189.87,11703,0,11989,566,97,97,0,548,97,0,0,0,0,0,97,0,0,1114,0,0,0,566,0,0,0,548,252,126,0,126,0,0,0,0,0,97,0,0,0,0,97,0,0,0,23440,11577,0,11863,0,0,0,0,0,0.9546
94,47000,54.49,11860,0,11799,584,98,98,0,561,98,0,0,0,0,0,98,0,0,1145,0,0,0,584,0,0,0,561,249,130,0,119,0,0,0,0,0,98,0,0,0,0,98,0,0,0,23410,11730,0,11680,0,0,0,0,0,0.9541
95,47500,4.92,11793,0,11899,569,94,94,0,551,94,0,0,0,0,0,94,0,0,1120,0,0,0,569,0,0,0,551,250,123,0,127,0,0,0,0,0,94,0,0,0,0,94,0,0,0,23442,11670,0,11772,0,0,0,0,0,0.9536
96,48000,-92.0,11897,0,11850,541,94,94,0,524,94,0,0,0,0,0,94,0,0,1065,0,0,0,541,0,0,0,524,243,112,0,131,0,0,0,0,0,94,0,0,0,0,94,0,0,0,23504,11785,0,11719,0,0,0,0,0,0.9531
