Episode,Tick,Avg reward X episode,random-walk,lay-food-pheromone,follow-food-pheromone,follow-nest-pheromone,take-food,drop-food,random-walk-and-lay-food-pheromone,follow-nest-pheromone-and-lay-food-pheromone,has-food-in-nest,has-food-in-nest_random-walk,has-food-in-nest_lay-food-pheromone,has-food-in-nest_follow-food-pheromone,has-food-in-nest_follow-nest-pheromone,has-food-in-nest_take-food,has-food-in-nest_drop-food,has-food-in-nest_random-walk-and-lay-food-pheromone,has-food-in-nest_follow-nest-pheromone-and-lay-food-pheromone,has-food-out-nest,has-food-out-nest_random-walk,has-food-out-nest_lay-food-pheromone,has-food-out-nest_follow-food-pheromone,has-food-out-nest_follow-nest-pheromone,has-food-out-nest_take-food,has-food-out-nest_drop-food,has-food-out-nest_random-walk-and-lay-food-pheromone,has-food-out-nest_follow-nest-pheromone-and-lay-food-pheromone,food-available-in-nest,food-available-in-nest_random-walk,food-available-in-nest_lay-food-pheromone,food-available-in-nest_follow-food-pheromone,food-available-in-nest_follow-nest-pheromone,food-available-in-nest_take-food,food-available-in-nest_drop-food,food-available-in-nest_random-walk-and-lay-food-pheromone,food-available-in-nest_follow-nest-pheromone-and-lay-food-pheromone,food-available-out-nest,food-available-out-nest_random-walk,food-available-out-nest_lay-food-pheromone,food-available-out-nest_follow-food-pheromone,food-available-out-nest_follow-nest-pheromone,food-available-out-nest_take-food,food-available-out-nest_drop-food,food-available-out-nest_random-walk-and-lay-food-pheromone,food-available-out-nest_follow-nest-pheromone-and-lay-food-pheromone,food-not-available,food-not-available_random-walk,food-not-available_lay-food-pheromone,food-not-available_follow-food-pheromone,food-not-available_follow-nest-pheromone,food-not-available_take-food,food-not-available_drop-food,food-not-available_random-walk-and-lay-food-pheromone,food-not-available_follow-nest-pheromone-and-lay-food-pheromone,Epsilon
11,2926,-0.27,5953,0,5958,549,97,97,0,571,97,0,0,0,0,0,97,0,0,1120,0,0,0,549,0,0,0,571,221,114,0,107,0,0,0,0,0,97,0,0,0,0,97,0,0,0,11690,5839,0,5851,0,0,0,0,0,0.9945
12,2796,-0.22,5164,0,5178,524,90,90,0,508,90,0,0,0,0,0,90,0,0,1032,0,0,0,524,0,0,0,508,222,104,0,118,0,0,0,0,0,90,0,0,0,0,90,0,0,0,10120,5060,0,5060,0,0,0,0,0,0.994
13,3289,-0.24,5573,0,5681,553,95,95,0,572,95,0,0,0,0,0,95,0,0,1125,0,0,0,553,0,0,0,572,254,136,0,118,0,0,0,0,0,95,0,0,0,0,95,0,0,0,11000,5437,0,5563,0,0,0,0,0,0.9935
14,3780,-0.25,6052,0,6027,571,100,100,0,572,100,0,0,0,0,0,100,0,0,1143,0,0,0,571,0,0,0,572,242,131,0,111,0,0,0,0,0,100,0,0,0,0,100,0,0,0,11837,5921,0,5916,0,0,0,0,0,0.993
15,3525,-0.23,5233,0,5255,528,90,90,0,499,90,0,0,0,0,0,90,0,0,1027,0,0,0,528,0,0,0,499,199,96,0,103,0,0,0,0,0,90,0,0,0,0,90,0,0,0,10289,5137,0,5152,0,0,0,0,0,0.9925
16,5056,-0.43,7240,0,7222,563,90,90,0,499,90,0,0,0,0,0,90,0,0,1062,0,0,0,563,0,0,0,499,277,143,0,134,0,0,0,0,0,90,0,0,0,0,90,0,0,0,14185,7097,0,7088,0,0,0,0,0,0.992
17,6511,-0.49,8807,0,8919,581,97,97,0,564,97,0,0,0,0,0,97,0,0,1145,0,0,0,581,0,0,0,564,248,123,0,125,0,0,0,0,0,97,0,0,0,0,97,0,0,0,17478,8684,0,8794,0,0,0,0,0,0.9915
18,5868,-0.42,7609,0,7337,542,94,94,0,541,94,0,0,0,0,0,94,0,0,1083,0,0,0,542,0,0,0,541,207,114,0,93,0,0,0,0,0,94,0,0,0,0,94,0,0,0,14739,7495,0,7244,0,0,0,0,0,0.991
19,4047,-0.15,4739,0,4626,517,90,90,0,516,90,0,0,0,0,0,90,0,0,1033,0,0,0,517,0,0,0,516,181,88,0,93,0,0,0,0,0,90,0,0,0,0,90,0,0,0,9184,4651,0,4533,0,0,0,0,0,0.9905
20,6020,-0.35,6708,0,6928,569,97,97,0,583,97,0,0,0,0,0,97,0,0,1152,0,0,0,569,0,0,0,583,254,118,0,136,0,0,0,0,0,97,0,0,0,0,97,0,0,0,13382,6590,0,6792,0,0,0,0,0,0.99
21,6468,-0.35,7004,0,7009,564,99,99,0,559,99,0,0,0,0,0,99,0,0,1123,0,0,0,564,0,0,0,559,247,131,0,116,0,0,0,0,0,99,0,0,0,0,99,0,0,0,13766,6873,0,6893,0,0,0,0,0,0.9896
22,7612,-0.42,8010,0,7870,574,99,99,0,580,99,0,0,0,0,0,99,0,0,1154,0,0,0,574,0,0,0,580,293,149,0,144,0,0,0,0,0,99,0,0,0,0,99,0,0,0,15587,7861,0,7726,0,0,0,0,0,0.9891
23,5336,-0.2,5240,0,5054,499,92,92,0,531,92,0,0,0,0,0,92,0,0,1030,0,0,0,499,0,0,0,531,219,106,0,113,0,0,0,0,0,92,0,0,0,0,92,0,0,0,10075,5134,0,4941,0,0,0,0,0,0.9886
24,9672,-0.52,9337,0,9465,541,97,97,0,559,97,0,0,0,0,0,97,0,0,1100,0,0,0,541,0,0,0,559,255,132,0,123,0,0,0,0,0,97,0,0,0,0,97,0,0,0,18547,9205,0,9342,0,0,0,0,0,0.9881
25,7125,-0.34,6397,0,6526,542,94,94,0,536,94,0,0,0,0,0,94,0,0,1078,0,0,0,542,0,0,0,536,247,108,0,139,0,0,0,0,0,94,0,0,0,0,94,0,0,0,12676,6289,0,6387,0,0,0,0,0,0.9876
26,9334,-0.46,8349,0,8239,566,97,97,0,519,97,0,0,0,0,0,97,0,0,1085,0,0,0,566,0,0,0,519,271,138,0,133,0,0,0,0,0,97,0,0,0,0,97,0,0,0,16317,8211,0,8106,0,0,0,0,0,0.9871
27,10152,-0.46,8726,0,8616,598,101,101,0,589,101,0,0,0,0,0,101,0,0,1187,0,0,0,598,0,0,0,589,280,143,0,137,0,0,0,0,0,101,0,0,0,0,101,0,0,0,17062,8583,0,8479,0,0,0,0,0,0.9866
28,8344,-0.37,6704,0,6865,532,93,93,0,541,93,0,0,0,0,0,93,0,0,1073,0,0,0,532,0,0,0,541,212,119,0,93,0,0,0,0,0,93,0,0,0,0,93,0,0,0,13357,6585,0,6772,0,0,0,0,0,0.9861
29,8178,-0.31,6363,0,6359,554,97,97,0,567,97,0,0,0,0,0,97,0,0,1121,0,0,0,554,0,0,0,567,249,114,0,135,0,0,0,0,0,97,0,0,0,0,97,0,0,0,12473,6249,0,6224,0,0,0,0,0,0.9856
30,7140,-0.23,5274,0,5303,521,91,91,0,527,91,0,0,0,0,0,91,0,0,1048,0,0,0,521,0,0,0,527,181,94,0,87,0,0,0,0,0,91,0,0,0,0,91,0,0,0,10396,5180,0,5216,0,0,0,0,0,0.9851
31,6727,-0.04,4594,0,4744,598,103,103,0,638,103,0,0,0,0,0,103,0,0,1236,0,0,0,598,0,0,0,638,214,104,0,110,0,0,0,0,0,103,0,0,0,0,103,0,0,0,9124,4490,0,4634,0,0,0,0,0,0.9846
32,11584,-0.46,8218,0,8492,545,98,98,0,586,98,0,0,0,0,0,98,0,0,1131,0,0,0,545,0,0,0,586,250,118,0,132,0,0,0,0,0,98,0,0,0,0,98,0,0,0,16460,8100,0,8360,0,0,0,0,0,0.9841
33,8712,-0.28,5958,0,5932,528,95,95,0,520,95,0,0,0,0,0,95,0,0,1048,0,0,0,528,0,0,0,520,225,115,0,110,0,0,0,0,0,95,0,0,0,0,95,0,0,0,11665,5843,0,5822,0,0,0,0,0,0.9836
34,11764,-0.44,7965,0,7959,561,96,96,0,544,96,0,0,0,0,0,96,0,0,1105,0,0,0,561,0,0,0,544,243,141,0,102,0,0,0,0,0,96,0,0,0,0,96,0,0,0,15681,7824,0,7857,0,0,0,0,0,0.9831
35,10815,-0.39,7024,0,7094,560,94,94,0,533,94,0,0,0,0,0,94,0,0,1093,0,0,0,560,0,0,0,533,229,125,0,104,0,0,0,0,0,94,0,0,0,0,94,0,0,0,13889,6899,0,6990,0,0,0,0,0,0.9826
36,7884,-0.15,4811,0,4828,531,92,92,0,531,92,0,0,0,0,0,92,0,0,1062,0,0,0,531,0,0,0,531,181,104,0,77,0,0,0,0,0,92,0,0,0,0,92,0,0,0,9458,4707,0,4751,0,0,0,0,0,0.9822
37,11063,-0.37,6896,0,6673,562,94,94,0,541,94,0,0,0,0,0,94,0,0,1103,0,0,0,562,0,0,0,541,195,94,0,101,0,0,0,0,0,94,0,0,0,0,94,0,0,0,13374,6802,0,6572,0,0,0,0,0,0.9817
38,11096,-0.34,6676,0,6528,573,95,95,0,538,95,0,0,0,0,0,95,0,0,1111,0,0,0,573,0,0,0,538,230,115,0,115,0,0,0,0,0,95,0,0,0,0,95,0,0,0,12974,6561,0,6413,0,0,0,0,0,0.9812
39,11778,-0.35,6817,0,6876,583,98,98,0,557,98,0,0,0,0,0,98,0,0,1140,0,0,0,583,0,0,0,557,245,129,0,116,0,0,0,0,0,98,0,0,0,0,98,0,0,0,13448,6688,0,6760,0,0,0,0,0,0.9807
40,11640,-0.31,6608,0,6528,557,100,100,0,585,100,0,0,0,0,0,100,0,0,1142,0,0,0,557,0,0,0,585,221,100,0,121,0,0,0,0,0,100,0,0,0,0,100,0,0,0,12915,6508,0,6407,0,0,0,0,0,0.9802
41,11767,-0.35,6442,0,6591,530,92,92,0,527,92,0,0,0,0,0,92,0,0,1057,0,0,0,530,0,0,0,527,234,121,0,113,0,0,0,0,0,92,0,0,0,0,92,0,0,0,12799,6321,0,6478,0,0,0,0,0,0.9797
42,11676,-0.28,6232,0,6251,574,99,99,0,584,99,0,0,0,0,0,99,0,0,1158,0,0,0,574,0,0,0,584,197,91,0,106,0,0,0,0,0,99,0,0,0,0,99,0,0,0,12286,6141,0,6145,0,0,0,0,0,0.9792
43,14362,-0.46,7672,0,7729,500,90,90,0,526,90,0,0,0,0,0,90,0,0,1026,0,0,0,500,0,0,0,526,235,120,0,115,0,0,0,0,0,90,0,0,0,0,90,0,0,0,15166,7552,0,7614,0,0,0,0,0,0.9787
44,19448,-0.56,10373,0,10361,580,96,96,0,527,96,0,0,0,0,0,96,0,0,1107,0,0,0,580,0,0,0,527,281,141,0,140,0,0,0,0,0,96,0,0,0,0,96,0,0,0,20453,10232,0,10221,0,0,0,0,0,0.9782
45,11745,-0.26,5867,0,5784,561,96,96,0,552,96,0,0,0,0,0,96,0,0,1113,0,0,0,561,0,0,0,552,208,103,0,105,0,0,0,0,0,96,0,0,0,0,96,0,0,0,11443,5764,0,5679,0,0,0,0,0,0.9777
46,12604,-0.34,6122,0,6264,511,90,90,0,524,90,0,0,0,0,0,90,0,0,1035,0,0,0,511,0,0,0,524,198,94,0,104,0,0,0,0,0,90,0,0,0,0,90,0,0,0,12188,6028,0,6160,0,0,0,0,0,0.9773
47,19975,-0.52,9773,0,10043,588,101,101,0,566,101,0,0,0,0,0,101,0,0,1154,0,0,0,588,0,0,0,566,313,159,0,154,0,0,0,0,0,101,0,0,0,0,101,0,0,0,19503,9614,0,9889,0,0,0,0,0,0.9768
48,10656,-0.09,4875,0,4848,555,100,100,0,571,100,0,0,0,0,0,100,0,0,1126,0,0,0,555,0,0,0,571,191,96,0,95,0,0,0,0,0,100,0,0,0,0,100,0,0,0,9532,4779,0,4753,0,0,0,0,0,0.9763
49,12054,-0.23,5530,0,5446,499,94,94,0,567,94,0,0,0,0,0,94,0,0,1066,0,0,0,499,0,0,0,567,195,105,0,90,0,0,0,0,0,94,0,0,0,0,94,0,0,0,10781,5425,0,5356,0,0,0,0,0,0.9758
50,15500,-0.36,6996,0,7097,542,98,98,0,599,98,0,0,0,0,0,98,0,0,1141,0,0,0,542,0,0,0,599,235,116,0,119,0,0,0,0,0,98,0,0,0,0,98,0,0,0,13858,6880,0,6978,0,0,0,0,0,0.9753
51,14535,-0.36,6542,0,6431,525,91,91,0,520,91,0,0,0,0,0,91,0,0,1045,0,0,0,525,0,0,0,520,226,114,0,112,0,0,0,0,0,91,0,0,0,0,91,0,0,0,12747,6428,0,6319,0,0,0,0,0,0.9748
52,13988,-0.26,6053,0,6009,585,99,99,0,541,99,0,0,0,0,0,99,0,0,1126,0,0,0,585,0,0,0,541,222,109,0,113,0,0,0,0,0,99,0,0,0,0,99,0,0,0,11840,5944,0,5896,0,0,0,0,0,0.9743
53,13886,-0.29,5810,0,5930,551,92,92,0,539,92,0,0,0,0,0,92,0,0,1090,0,0,0,551,0,0,0,539,221,112,0,109,0,0,0,0,0,92,0,0,0,0,92,0,0,0,11519,5698,0,5821,0,0,0,0,0,0.9738
54,18306,-0.45,7865,0,7772,543,92,92,0,517,92,0,0,0,0,0,92,0,0,1060,0,0,0,543,0,0,0,517,296,152,0,144,0,0,0,0,0,92,0,0,0,0,92,0,0,0,15341,7713,0,7628,0,0,0,0,0,0.9734
55,16060,-0.37,6697,0,6594,517,92,92,0,555,92,0,0,0,0,0,92,0,0,1072,0,0,0,517,0,0,0,555,230,111,0,119,0,0,0,0,0,92,0,0,0,0,92,0,0,0,13061,6586,0,6475,0,0,0,0,0,0.9729
56,15120,-0.31,6121,0,6057,543,92,92,0,536,92,0,0,0,0,0,92,0,0,1079,0,0,0,543,0,0,0,536,189,93,0,96,0,0,0,0,0,92,0,0,0,0,92,0,0,0,11989,6028,0,5961,0,0,0,0,0,0.9724
57,16530,-0.34,6548,0,6600,532,95,95,0,561,95,0,0,0,0,0,95,0,0,1093,0,0,0,532,0,0,0,561,297,150,0,147,0,0,0,0,0,95,0,0,0,0,95,0,0,0,12851,6398,0,6453,0,0,0,0,0,0.9719
58,13514,-0.21,5193,0,5154,538,92,92,0,521,92,0,0,0,0,0,92,0,0,1059,0,0,0,538,0,0,0,521,192,103,0,89,0,0,0,0,0,92,0,0,0,0,92,0,0,0,10155,5090,0,5065,0,0,0,0,0,0.9714
59,16874,-0.31,6575,0,6311,550,98,98,0,582,98,0,0,0,0,0,98,0,0,1132,0,0,0,550,0,0,0,582,232,120,0,112,0,0,0,0,0,98,0,0,0,0,98,0,0,0,12654,6455,0,6199,0,0,0,0,0,0.9709
60,17400,-0.36,6644,0,6506,554,92,92,0,549,92,0,0,0,0,0,92,0,0,1103,0,0,0,554,0,0,0,549,218,109,0,109,0,0,0,0,0,92,0,0,0,0,92,0,0,0,12932,6535,0,6397,0,0,0,0,0,0.9704
61,19337,-0.42,7285,0,7263,534,92,92,0,523,92,0,0,0,0,0,92,0,0,1057,0,0,0,534,0,0,0,523,238,111,0,127,0,0,0,0,0,92,0,0,0,0,92,0,0,0,14310,7174,0,7136,0,0,0,0,0,0.97
62,17608,-0.37,6444,0,6505,536,89,89,0,486,89,0,0,0,0,0,89,0,0,1022,0,0,0,536,0,0,0,486,240,120,0,120,0,0,0,0,0,89,0,0,0,0,89,0,0,0,12709,6324,0,6385,0,0,0,0,0,0.9695
63,17325,-0.27,6180,0,6162,545,99,99,0,583,99,0,0,0,0,0,99,0,0,1128,0,0,0,545,0,0,0,583,228,114,0,114,0,0,0,0,0,99,0,0,0,0,99,0,0,0,12114,6066,0,6048,0,0,0,0,0,0.969
64,16960,-0.24,5945,0,5872,569,100,100,0,583,100,0,0,0,0,0,100,0,0,1152,0,0,0,569,0,0,0,583,229,117,0,112,0,0,0,0,0,100,0,0,0,0,100,0,0,0,11588,5828,0,5760,0,0,0,0,0,0.9685
65,20345,-0.38,7165,0,7136,545,96,96,0,557,96,0,0,0,0,0,96,0,0,1102,0,0,0,545,0,0,0,557,250,118,0,132,0,0,0,0,0,96,0,0,0,0,96,0,0,0,14051,7047,0,7004,0,0,0,0,0,0.968
66,20460,-0.38,6948,0,7218,530,95,95,0,564,95,0,0,0,0,0,95,0,0,1094,0,0,0,530,0,0,0,564,272,136,0,136,0,0,0,0,0,95,0,0,0,0,95,0,0,0,13894,6812,0,7082,0,0,0,0,0,0.9675
67,17286,-0.21,5655,0,5796,602,101,101,0,559,101,0,0,0,0,0,101,0,0,1161,0,0,0,602,0,0,0,559,192,77,0,115,0,0,0,0,0,101,0,0,0,0,101,0,0,0,11259,5578,0,5681,0,0,0,0,0,0.967
68,15844,-0.2,5161,0,5143,513,93,93,0,562,93,0,0,0,0,0,93,0,0,1075,0,0,0,513,0,0,0,562,191,103,0,88,0,0,0,0,0,93,0,0,0,0,93,0,0,0,10113,5058,0,5055,0,0,0,0,0,0.9666
69,18423,-0.28,6066,0,5924,549,96,96,0,568,96,0,0,0,0,0,96,0,0,1117,0,0,0,549,0,0,0,568,213,111,0,102,0,0,0,0,0,96,0,0,0,0,96,0,0,0,11777,5955,0,5822,0,0,0,0,0,0.9661
70,20720,-0.31,6658,0,6722,607,102,102,0,556,102,0,0,0,0,0,102,0,0,1163,0,0,0,607,0,0,0,556,263,133,0,130,0,0,0,0,0,102,0,0,0,0,102,0,0,0,13117,6525,0,6592,0,0,0,0,0,0.9656
71,20377,-0.34,6534,0,6504,558,94,94,0,515,94,0,0,0,0,0,94,0,0,1073,0,0,0,558,0,0,0,515,216,108,0,108,0,0,0,0,0,94,0,0,0,0,94,0,0,0,12822,6426,0,6396,0,0,0,0,0,0.9651
72,21528,-0.37,6809,0,6825,510,94,94,0,562,94,0,0,0,0,0,94,0,0,1072,0,0,0,510,0,0,0,562,245,123,0,122,0,0,0,0,0,94,0,0,0,0,94,0,0,0,13389,6686,0,6703,0,0,0,0,0,0.9646
73,18688,-0.24,5713,0,5677,576,96,96,0,549,96,0,0,0,0,0,96,0,0,1125,0,0,0,576,0,0,0,549,226,114,0,112,0,0,0,0,0,96,0,0,0,0,96,0,0,0,11164,5599,0,5565,0,0,0,0,0,0.9641
74,20794,-0.35,6384,0,6346,557,91,91,0,493,91,0,0,0,0,0,91,0,0,1050,0,0,0,557,0,0,0,493,211,113,0,98,0,0,0,0,0,91,0,0,0,0,91,0,0,0,12519,6271,0,6248,0,0,0,0,0,0.9637
75,20250,-0.27,6067,0,6019,599,98,98,0,534,98,0,0,0,0,0,98,0,0,1133,0,0,0,599,0,0,0,534,231,118,0,113,0,0,0,0,0,98,0,0,0,0,98,0,0,0,11855,5949,0,5906,0,0,0,0,0,0.9632
76,20292,-0.29,5948,0,6072,537,94,94,0,525,94,0,0,0,0,0,94,0,0,1062,0,0,0,537,0,0,0,525,242,123,0,119,0,0,0,0,0,94,0,0,0,0,94,0,0,0,11778,5825,0,5953,0,0,0,0,0,0.9627
77,24024,-0.33,7034,0,7083,606,103,103,0,585,103,0,0,0,0,0,103,0,0,1191,0,0,0,606,0,0,0,585,222,116,0,106,0,0,0,0,0,103,0,0,0,0,103,0,0,0,13895,6918,0,6977,0,0,0,0,0,0.9622
78,19656,-0.23,5615,0,5594,568,96,96,0,547,96,0,0,0,0,0,96,0,0,1115,0,0,0,568,0,0,0,547,255,111,0,144,0,0,0,0,0,96,0,0,0,0,96,0,0,0,10954,5504,0,5450,0,0,0,0,0,0.9617
79,21962,-0.3,6256,0,6305,544,96,96,0,528,96,0,0,0,0,0,96,0,0,1072,0,0,0,544,0,0,0,528,255,131,0,124,0,0,0,0,0,96,0,0,0,0,96,0,0,0,12306,6125,0,6181,0,0,0,0,0,0.9613
80,27600,-0.43,7936,0,7946,550,97,97,0,561,97,0,0,0,0,0,97,0,0,1111,0,0,0,550,0,0,0,561,249,137,0,112,0,0,0,0,0,97,0,0,0,0,97,0,0,0,15633,7799,0,7834,0,0,0,0,0,0.9608
81,26811,-0.42,7568,0,7592,550,95,95,0,556,95,0,0,0,0,0,95,0,0,1106,0,0,0,550,0,0,0,556,234,119,0,115,0,0,0,0,0,95,0,0,0,0,95,0,0,0,14926,7449,0,7477,0,0,0,0,0,0.9603
82,19434,-0.24,5344,0,5233,501,89,89,0,514,89,0,0,0,0,0,89,0,0,1015,0,0,0,501,0,0,0,514,210,102,0,108,0,0,0,0,0,89,0,0,0,0,89,0,0,0,10367,5242,0,5125,0,0,0,0,0,0.9598
83,25315,-0.41,7057,0,6898,519,90,90,0,531,90,0,0,0,0,0,90,0,0,1050,0,0,0,519,0,0,0,531,218,115,0,103,0,0,0,0,0,90,0,0,0,0,90,0,0,0,13737,6942,0,6795,0,0,0,0,0,0.9593
84,21336,-0.25,5593,0,5731,563,95,95,0,524,95,0,0,0,0,0,95,0,0,1087,0,0,0,563,0,0,0,524,207,97,0,110,0,0,0,0,0,95,0,0,0,0,95,0,0,0,11117,5496,0,5621,0,0,0,0,0,0.9589
85,20060,-0.21,5153,0,5302,514,93,93,0,562,93,0,0,0,0,0,93,0,0,1076,0,0,0,514,0,0,0,562,242,123,0,119,0,0,0,0,0,93,0,0,0,0,93,0,0,0,10213,5030,0,5183,0,0,0,0,0,0.9584
86,20812,-0.3,5561,0,5331,511,84,84,0,474,84,0,0,0,0,0,84,0,0,985,0,0,0,511,0,0,0,474,169,85,0,84,0,0,0,0,0,84,0,0,0,0,84,0,0,0,10723,5476,0,5247,0,0,0,0,0,0.9579
87,28101,-0.39,7445,0,7282,582,98,98,0,581,98,0,0,0,0,0,98,0,0,1163,0,0,0,582,0,0,0,581,228,104,0,124,0,0,0,0,0,98,0,0,0,0,98,0,0,0,14499,7341,0,7158,0,0,0,0,0,0.9574
88,22000,-0.26,5627,0,5583,529,92,92,0,527,92,0,0,0,0,0,92,0,0,1056,0,0,0,529,0,0,0,527,179,91,0,88,0,0,0,0,0,92,0,0,0,0,92,0,0,0,11031,5536,0,5495,0,0,0,0,0,0.9569
89,28925,-0.42,7406,0,7526,524,94,94,0,542,94,0,0,0,0,0,94,0,0,1066,0,0,0,524,0,0,0,542,225,107,0,118,0,0,0,0,0,94,0,0,0,0,94,0,0,0,14707,7299,0,7408,0,0,0,0,0,0.9565
90,24300,-0.31,6037,0,6095,565,92,92,0,551,92,0,0,0,0,0,92,0,0,1116,0,0,0,565,0,0,0,551,252,129,0,123,0,0,0,0,0,92,0,0,0,0,92,0,0,0,11880,5908,0,5972,0,0,0,0,0,0.956
91,29211,-0.41,7370,0,7387,500,94,94,0,551,94,0,0,0,0,0,94,0,0,1051,0,0,0,500,0,0,0,551,262,132,0,130,0,0,0,0,0,94,0,0,0,0,94,0,0,0,14495,7238,0,7257,0,0,0,0,0,0.9555
92,27508,-0.35,6802,0,6748,578,96,96,0,547,96,0,0,0,0,0,96,0,0,1125,0,0,0,578,0,0,0,547,272,121,0,151,0,0,0,0,0,96,0,0,0,0,96,0,0,0,13278,6681,0,6597,0,0,0,0,0,0.955
93,21390,-0.18,4953,0,5186,547,94,94,0,554,94,0,0,0,0,0,94,0,0,1101,0,0,0,547,0,0,0,554,182,96,0,86,0,0,0,0,0,94,0,0,0,0,94,0,0,0,9957,4857,0,5100,0,0,0,0,0,0.9546
94,32712,-0.45,8049,0,8020,553,96,96,0,533,96,0,0,0,0,0,96,0,0,1086,0,0,0,553,0,0,0,533,291,155,0,136,0,0,0,0,0,96,0,0,0,0,96,0,0,0,15778,7894,0,7884,0,0,0,0,0,0.9541
95,23370,-0.26,5550,0,5457,528,91,91,0,531,91,0,0,0,0,0,91,0,0,1059,0,0,0,528,0,0,0,531,215,122,0,93,0,0,0,0,0,91,0,0,0,0,91,0,0,0,10792,5428,0,5364,0,0,0,0,0,0.9536
96,26784,-0.34,6321,0,6306,527,92,92,0,525,92,0,0,0,0,0,92,0,0,1052,0,0,0,527,0,0,0,525,229,104,0,125,0,0,0,0,0,92,0,0,0,0,92,0,0,0,12398,6217,0,6181,0,0,0,0,0,0.9531
