Episode,Tick,Avg reward X episode,random-walk,lay-food-pheromone,follow-food-pheromone,follow-nest-pheromone,take-food,drop-food,random-walk-and-lay-food-pheromone,follow-nest-pheromone-and-lay-food-pheromone,has-food-in-nest,has-food-in-nest_random-walk,has-food-in-nest_lay-food-pheromone,has-food-in-nest_follow-food-pheromone,has-food-in-nest_follow-nest-pheromone,has-food-in-nest_take-food,has-food-in-nest_drop-food,has-food-in-nest_random-walk-and-lay-food-pheromone,has-food-in-nest_follow-nest-pheromone-and-lay-food-pheromone,has-food-out-nest,has-food-out-nest_random-walk,has-food-out-nest_lay-food-pheromone,has-food-out-nest_follow-food-pheromone,has-food-out-nest_follow-nest-pheromone,has-food-out-nest_take-food,has-food-out-nest_drop-food,has-food-out-nest_random-walk-and-lay-food-pheromone,has-food-out-nest_follow-nest-pheromone-and-lay-food-pheromone,food-available-in-nest,food-available-in-nest_random-walk,food-available-in-nest_lay-food-pheromone,food-available-in-nest_follow-food-pheromone,food-available-in-nest_follow-nest-pheromone,food-available-in-nest_take-food,food-available-in-nest_drop-food,food-available-in-nest_random-walk-and-lay-food-pheromone,food-available-in-nest_follow-nest-pheromone-and-lay-food-pheromone,food-available-out-nest,food-available-out-nest_random-walk,food-available-out-nest_lay-food-pheromone,food-available-out-nest_follow-food-pheromone,food-available-out-nest_follow-nest-pheromone,food-available-out-nest_take-food,food-available-out-nest_drop-food,food-available-out-nest_random-walk-and-lay-food-pheromone,food-available-out-nest_follow-nest-pheromone-and-lay-food-pheromone,food-not-available,food-not-available_random-walk,food-not-available_lay-food-pheromone,food-not-available_follow-food-pheromone,food-not-available_follow-nest-pheromone,food-not-available_take-food,food-not-available_drop-food,food-not-available_random-walk-and-lay-food-pheromone,food-not-available_follow-nest-pheromone-and-lay-food-pheromone,Epsilon
24,8808,3024.54,8486,0,8416,590,101,101,0,560,101,0,0,0,0,0,101,0,0,1150,0,0,0,590,0,0,0,560,213,103,0,110,0,0,0,0,0,101,0,0,0,0,101,0,0,0,16689,8383,0,8306,0,0,0,0,0,0.9881
25,9350,3291.69,8613,0,8565,614,107,107,0,615,107,0,0,0,0,0,107,0,0,1229,0,0,0,614,0,0,0,615,286,137,0,149,0,0,0,0,0,107,0,0,0,0,107,0,0,0,16892,8476,0,8416,0,0,0,0,0,0.9876
26,5954,1805.31,4965,0,5128,528,93,93,0,553,93,0,0,0,0,0,93,0,0,1081,0,0,0,528,0,0,0,553,195,101,0,94,0,0,0,0,0,93,0,0,0,0,93,0,0,0,9898,4864,0,5034,0,0,0,0,0,0.9871
27,7371,2412.04,6213,0,6202,505,87,87,0,484,87,0,0,0,0,0,87,0,0,989,0,0,0,505,0,0,0,484,194,90,0,104,0,0,0,0,0,87,0,0,0,0,87,0,0,0,12221,6123,0,6098,0,0,0,0,0,0.9866
28,8288,1342.38,6743,0,6680,601,96,96,0,526,96,0,0,0,0,0,96,0,0,1127,0,0,0,601,0,0,0,526,232,111,0,121,0,0,0,0,0,96,0,0,0,0,96,0,0,0,13191,6632,0,6559,0,0,0,0,0,0.9861
29,9512,1485.64,7426,0,7606,584,95,95,0,519,95,0,0,0,0,0,95,0,0,1103,0,0,0,584,0,0,0,519,244,114,0,130,0,0,0,0,0,95,0,0,0,0,95,0,0,0,14788,7312,0,7476,0,0,0,0,0,0.9856
30,7920,2347.61,5976,0,5884,506,93,93,0,588,93,0,0,0,0,0,93,0,0,1094,0,0,0,506,0,0,0,588,200,110,0,90,0,0,0,0,0,93,0,0,0,0,93,0,0,0,11660,5866,0,5794,0,0,0,0,0,0.9851
31,6603,1926.45,4723,0,4661,506,89,89,0,518,89,0,0,0,0,0,89,0,0,1024,0,0,0,506,0,0,0,518,200,100,0,100,0,0,0,0,0,89,0,0,0,0,89,0,0,0,9184,4623,0,4561,0,0,0,0,0,0.9846
32,9440,2084.04,6570,0,6832,542,97,97,0,548,97,0,0,0,0,0,97,0,0,1090,0,0,0,542,0,0,0,548,229,113,0,116,0,0,0,0,0,97,0,0,0,0,97,0,0,0,13173,6457,0,6716,0,0,0,0,0,0.9841
33,8316,1918.34,5591,0,5632,554,95,95,0,561,95,0,0,0,0,0,95,0,0,1115,0,0,0,554,0,0,0,561,199,105,0,94,0,0,0,0,0,95,0,0,0,0,95,0,0,0,11024,5486,0,5538,0,0,0,0,0,0.9836
34,7956,1769.56,5174,0,5225,519,91,91,0,511,91,0,0,0,0,0,91,0,0,1030,0,0,0,519,0,0,0,511,189,97,0,92,0,0,0,0,0,91,0,0,0,0,91,0,0,0,10210,5077,0,5133,0,0,0,0,0,0.9831
35,8750,1898.36,5581,0,5533,551,98,98,0,571,98,0,0,0,0,0,98,0,0,1122,0,0,0,551,0,0,0,571,192,89,0,103,0,0,0,0,0,98,0,0,0,0,98,0,0,0,10922,5492,0,5430,0,0,0,0,0,0.9826
36,11340,2888.3,7244,0,7121,551,97,97,0,562,97,0,0,0,0,0,97,0,0,1113,0,0,0,551,0,0,0,562,241,122,0,119,0,0,0,0,0,97,0,0,0,0,97,0,0,0,14124,7122,0,7002,0,0,0,0,0,0.9822
37,11655,2474.93,7230,0,7230,534,92,92,0,514,92,0,0,0,0,0,92,0,0,1048,0,0,0,534,0,0,0,514,209,119,0,90,0,0,0,0,0,92,0,0,0,0,92,0,0,0,14251,7111,0,7140,0,0,0,0,0,0.9817
38,9120,1939.25,5342,0,5242,560,95,95,0,577,95,0,0,0,0,0,95,0,0,1137,0,0,0,560,0,0,0,577,239,112,0,127,0,0,0,0,0,95,0,0,0,0,95,0,0,0,10345,5230,0,5115,0,0,0,0,0,0.9812
39,9438,3468.77,5581,0,5301,488,84,84,0,483,84,0,0,0,0,0,84,0,0,971,0,0,0,488,0,0,0,483,197,103,0,94,0,0,0,0,0,84,0,0,0,0,84,0,0,0,10685,5478,0,5207,0,0,0,0,0,0.9807
40,10120,1857.91,5722,0,5609,531,91,91,0,513,91,0,0,0,0,0,91,0,0,1044,0,0,0,531,0,0,0,513,188,90,0,98,0,0,0,0,0,91,0,0,0,0,91,0,0,0,11143,5632,0,5511,0,0,0,0,0,0.9802
41,9758,1973.05,5295,0,5280,545,91,91,0,529,91,0,0,0,0,0,91,0,0,1074,0,0,0,545,0,0,0,529,193,99,0,94,0,0,0,0,0,91,0,0,0,0,91,0,0,0,10382,5196,0,5186,0,0,0,0,0,0.9797
42,12264,2696.87,6656,0,6566,560,98,98,0,559,98,0,0,0,0,0,98,0,0,1119,0,0,0,560,0,0,0,559,266,124,0,142,0,0,0,0,0,98,0,0,0,0,98,0,0,0,12956,6532,0,6424,0,0,0,0,0,0.9792
43,11954,1526.61,6261,0,6261,570,94,94,0,538,94,0,0,0,0,0,94,0,0,1108,0,0,0,570,0,0,0,538,220,122,0,98,0,0,0,0,0,94,0,0,0,0,94,0,0,0,12302,6139,0,6163,0,0,0,0,0,0.9787
44,11440,1854.22,5751,0,5850,543,96,96,0,578,96,0,0,0,0,0,96,0,0,1121,0,0,0,543,0,0,0,578,206,99,0,107,0,0,0,0,0,96,0,0,0,0,96,0,0,0,11395,5652,0,5743,0,0,0,0,0,0.9782
45,11385,1501.87,5638,0,5683,535,92,92,0,522,92,0,0,0,0,0,92,0,0,1057,0,0,0,535,0,0,0,522,205,106,0,99,0,0,0,0,0,92,0,0,0,0,92,0,0,0,11116,5532,0,5584,0,0,0,0,0,0.9777
46,14766,2742.5,7319,0,7333,572,100,100,0,573,100,0,0,0,0,0,100,0,0,1145,0,0,0,572,0,0,0,573,236,133,0,103,0,0,0,0,0,100,0,0,0,0,100,0,0,0,14416,7186,0,7230,0,0,0,0,0,0.9773
47,14382,2102.94,7014,0,6993,492,90,90,0,548,90,0,0,0,0,0,90,0,0,1040,0,0,0,492,0,0,0,548,250,124,0,126,0,0,0,0,0,90,0,0,0,0,90,0,0,0,13757,6890,0,6867,0,0,0,0,0,0.9768
48,15408,2509.08,7249,0,7357,614,103,103,0,561,103,0,0,0,0,0,103,0,0,1175,0,0,0,614,0,0,0,561,233,117,0,116,0,0,0,0,0,103,0,0,0,0,103,0,0,0,14373,7132,0,7241,0,0,0,0,0,0.9763
49,13622,2125.66,6256,0,6297,578,96,96,0,521,96,0,0,0,0,0,96,0,0,1099,0,0,0,578,0,0,0,521,209,104,0,105,0,0,0,0,0,96,0,0,0,0,96,0,0,0,12344,6152,0,6192,0,0,0,0,0,0.9758
50,12600,3002.63,5469,0,5793,512,95,95,0,543,95,0,0,0,0,0,95,0,0,1055,0,0,0,512,0,0,0,543,187,89,0,98,0,0,0,0,0,95,0,0,0,0,95,0,0,0,11075,5380,0,5695,0,0,0,0,0,0.9753
51,12138,1714.37,5264,0,5248,552,96,96,0,571,96,0,0,0,0,0,96,0,0,1123,0,0,0,552,0,0,0,571,205,117,0,88,0,0,0,0,0,96,0,0,0,0,96,0,0,0,10307,5147,0,5160,0,0,0,0,0,0.9748
52,13468,2237.33,5766,0,5795,584,96,96,0,556,96,0,0,0,0,0,96,0,0,1140,0,0,0,584,0,0,0,556,268,138,0,130,0,0,0,0,0,96,0,0,0,0,96,0,0,0,11293,5628,0,5665,0,0,0,0,0,0.9743
53,13409,2327.81,5634,0,5581,606,101,101,0,564,101,0,0,0,0,0,101,0,0,1170,0,0,0,606,0,0,0,564,209,96,0,113,0,0,0,0,0,101,0,0,0,0,101,0,0,0,11006,5538,0,5468,0,0,0,0,0,0.9738
54,15282,3732.13,6318,0,6534,557,93,93,0,500,93,0,0,0,0,0,93,0,0,1057,0,0,0,557,0,0,0,500,193,88,0,105,0,0,0,0,0,93,0,0,0,0,93,0,0,0,12659,6230,0,6429,0,0,0,0,0,0.9734
55,15620,3966.2,6457,0,6473,504,87,87,0,520,87,0,0,0,0,0,87,0,0,1024,0,0,0,504,0,0,0,520,200,107,0,93,0,0,0,0,0,87,0,0,0,0,87,0,0,0,12730,6350,0,6380,0,0,0,0,0,0.9729
56,15344,1385.28,6210,0,6147,525,94,94,0,562,94,0,0,0,0,0,94,0,0,1087,0,0,0,525,0,0,0,562,212,102,0,110,0,0,0,0,0,94,0,0,0,0,94,0,0,0,12145,6108,0,6037,0,0,0,0,0,0.9724
57,14592,1414.02,5678,0,5719,528,96,96,0,585,96,0,0,0,0,0,96,0,0,1113,0,0,0,528,0,0,0,585,213,105,0,108,0,0,0,0,0,96,0,0,0,0,96,0,0,0,11184,5573,0,5611,0,0,0,0,0,0.9719
58,13050,2299.14,5004,0,4872,540,94,94,0,557,94,0,0,0,0,0,94,0,0,1097,0,0,0,540,0,0,0,557,216,108,0,108,0,0,0,0,0,94,0,0,0,0,94,0,0,0,9660,4896,0,4764,0,0,0,0,0,0.9714
59,19057,1956.97,7395,0,7347,570,100,100,0,566,100,0,0,0,0,0,100,0,0,1136,0,0,0,570,0,0,0,566,261,130,0,131,0,0,0,0,0,100,0,0,0,0,100,0,0,0,14481,7265,0,7216,0,0,0,0,0,0.9709
60,15000,1986.42,5569,0,5630,568,89,89,0,486,89,0,0,0,0,0,89,0,0,1054,0,0,0,568,0,0,0,486,198,103,0,95,0,0,0,0,0,89,0,0,0,0,89,0,0,0,11001,5466,0,5535,0,0,0,0,0,0.9704
61,14945,1915.33,5336,0,5499,559,97,97,0,569,97,0,0,0,0,0,97,0,0,1128,0,0,0,559,0,0,0,569,175,97,0,78,0,0,0,0,0,97,0,0,0,0,97,0,0,0,10660,5239,0,5421,0,0,0,0,0,0.97
62,13764,1821.26,4828,0,4941,516,92,92,0,546,92,0,0,0,0,0,92,0,0,1062,0,0,0,516,0,0,0,546,206,104,0,102,0,0,0,0,0,92,0,0,0,0,92,0,0,0,9563,4724,0,4839,0,0,0,0,0,0.9695
63,13419,1797.02,4638,0,4696,532,90,90,0,509,90,0,0,0,0,0,90,0,0,1041,0,0,0,532,0,0,0,509,171,80,0,91,0,0,0,0,0,90,0,0,0,0,90,0,0,0,9163,4558,0,4605,0,0,0,0,0,0.969
64,19200,1879.62,6959,0,6875,455,82,82,0,486,82,0,0,0,0,0,82,0,0,941,0,0,0,455,0,0,0,486,212,124,0,88,0,0,0,0,0,82,0,0,0,0,82,0,0,0,13622,6835,0,6787,0,0,0,0,0,0.9685
65,15210,1565.99,5185,0,5150,542,93,93,0,539,93,0,0,0,0,0,93,0,0,1081,0,0,0,542,0,0,0,539,194,101,0,93,0,0,0,0,0,93,0,0,0,0,93,0,0,0,10141,5084,0,5057,0,0,0,0,0,0.968
66,23826,2627.41,8421,0,8241,564,100,100,0,563,100,0,0,0,0,0,100,0,0,1127,0,0,0,564,0,0,0,563,289,145,0,144,0,0,0,0,0,100,0,0,0,0,100,0,0,0,16373,8276,0,8097,0,0,0,0,0,0.9675
67,16549,1742.97,5465,0,5423,594,99,99,0,581,99,0,0,0,0,0,99,0,0,1175,0,0,0,594,0,0,0,581,226,120,0,106,0,0,0,0,0,99,0,0,0,0,99,0,0,0,10662,5345,0,5317,0,0,0,0,0,0.967
68,19448,1903.88,6528,0,6477,505,89,89,0,517,89,0,0,0,0,0,89,0,0,1022,0,0,0,505,0,0,0,517,236,117,0,119,0,0,0,0,0,89,0,0,0,0,89,0,0,0,12769,6411,0,6358,0,0,0,0,0,0.9666
69,21735,1682.14,7145,0,7253,576,95,95,0,526,95,0,0,0,0,0,95,0,0,1102,0,0,0,576,0,0,0,526,268,139,0,129,0,0,0,0,0,95,0,0,0,0,95,0,0,0,14130,7006,0,7124,0,0,0,0,0,0.9661
70,17150,1885.79,5429,0,5418,563,100,100,0,585,100,0,0,0,0,0,100,0,0,1148,0,0,0,563,0,0,0,585,190,89,0,101,0,0,0,0,0,100,0,0,0,0,100,0,0,0,10657,5340,0,5317,0,0,0,0,0,0.9656
71,23146,2763.58,7330,0,7485,586,105,105,0,601,105,0,0,0,0,0,105,0,0,1187,0,0,0,586,0,0,0,601,258,145,0,113,0,0,0,0,0,105,0,0,0,0,105,0,0,0,14557,7185,0,7372,0,0,0,0,0,0.9651
72,17208,2346.53,5277,0,5362,519,92,92,0,549,92,0,0,0,0,0,92,0,0,1068,0,0,0,519,0,0,0,549,236,137,0,99,0,0,0,0,0,92,0,0,0,0,92,0,0,0,10403,5140,0,5263,0,0,0,0,0,0.9646
73,19272,1954.71,5909,0,5954,517,93,93,0,551,93,0,0,0,0,0,93,0,0,1068,0,0,0,517,0,0,0,551,198,104,0,94,0,0,0,0,0,93,0,0,0,0,93,0,0,0,11665,5805,0,5860,0,0,0,0,0,0.9641
74,24716,2131.25,7679,0,7724,523,87,87,0,519,87,0,0,0,0,0,87,0,0,1042,0,0,0,523,0,0,0,519,188,87,0,101,0,0,0,0,0,87,0,0,0,0,87,0,0,0,15215,7592,0,7623,0,0,0,0,0,0.9637
75,20550,1728.75,6252,0,6149,510,91,91,0,547,91,0,0,0,0,0,91,0,0,1057,0,0,0,510,0,0,0,547,217,111,0,106,0,0,0,0,0,91,0,0,0,0,91,0,0,0,12184,6141,0,6043,0,0,0,0,0,0.9632
76,18924,2014.0,5588,0,5499,537,95,95,0,580,95,0,0,0,0,0,95,0,0,1117,0,0,0,537,0,0,0,580,205,116,0,89,0,0,0,0,0,95,0,0,0,0,95,0,0,0,10882,5472,0,5410,0,0,0,0,0,0.9627
77,18172,1668.43,5279,0,5112,591,95,95,0,552,95,0,0,0,0,0,95,0,0,1143,0,0,0,591,0,0,0,552,186,94,0,92,0,0,0,0,0,95,0,0,0,0,95,0,0,0,10205,5185,0,5020,0,0,0,0,0,0.9622
78,21996,2220.85,6451,0,6348,521,92,92,0,544,92,0,0,0,0,0,92,0,0,1065,0,0,0,521,0,0,0,544,205,108,0,97,0,0,0,0,0,92,0,0,0,0,92,0,0,0,12594,6343,0,6251,0,0,0,0,0,0.9617
79,22752,2283.78,6505,0,6408,608,102,102,0,576,102,0,0,0,0,0,102,0,0,1184,0,0,0,608,0,0,0,576,247,113,0,134,0,0,0,0,0,102,0,0,0,0,102,0,0,0,12666,6392,0,6274,0,0,0,0,0,0.9613
80,25280,3139.38,7256,0,7233,562,93,93,0,503,93,0,0,0,0,0,93,0,0,1065,0,0,0,562,0,0,0,503,225,117,0,108,0,0,0,0,0,93,0,0,0,0,93,0,0,0,14264,7139,0,7125,0,0,0,0,0,0.9608
81,32643,2299.99,9505,0,9319,526,92,92,0,519,92,0,0,0,0,0,92,0,0,1045,0,0,0,526,0,0,0,519,306,164,0,142,0,0,0,0,0,92,0,0,0,0,92,0,0,0,18518,9341,0,9177,0,0,0,0,0,0.9603
82,24354,2033.03,6809,0,6667,578,95,95,0,529,95,0,0,0,0,0,95,0,0,1107,0,0,0,578,0,0,0,529,243,126,0,117,0,0,0,0,0,95,0,0,0,0,95,0,0,0,13233,6683,0,6550,0,0,0,0,0,0.9598
83,26892,2867.32,7453,0,7412,502,93,93,0,560,93,0,0,0,0,0,93,0,0,1062,0,0,0,502,0,0,0,560,242,108,0,134,0,0,0,0,0,93,0,0,0,0,93,0,0,0,14623,7345,0,7278,0,0,0,0,0,0.9593
84,29484,2593.01,8062,0,8185,518,90,90,0,534,90,0,0,0,0,0,90,0,0,1052,0,0,0,518,0,0,0,534,245,114,0,131,0,0,0,0,0,90,0,0,0,0,90,0,0,0,16002,7948,0,8054,0,0,0,0,0,0.9589
85,26010,2207.31,6999,0,6899,530,100,100,0,584,100,0,0,0,0,0,100,0,0,1114,0,0,0,530,0,0,0,584,265,129,0,136,0,0,0,0,0,100,0,0,0,0,100,0,0,0,13633,6870,0,6763,0,0,0,0,0,0.9584
86,28638,3461.89,7700,0,7643,567,93,93,0,488,93,0,0,0,0,0,93,0,0,1055,0,0,0,567,0,0,0,488,232,106,0,126,0,0,0,0,0,93,0,0,0,0,93,0,0,0,15111,7594,0,7517,0,0,0,0,0,0.9579
87,25926,3650.9,6764,0,6711,570,100,100,0,579,100,0,0,0,0,0,100,0,0,1149,0,0,0,570,0,0,0,579,238,125,0,113,0,0,0,0,0,100,0,0,0,0,100,0,0,0,13237,6639,0,6598,0,0,0,0,0,0.9574
88,22968,2949.3,5849,0,5843,546,96,96,0,549,96,0,0,0,0,0,96,0,0,1095,0,0,0,546,0,0,0,549,205,116,0,89,0,0,0,0,0,96,0,0,0,0,96,0,0,0,11487,5733,0,5754,0,0,0,0,0,0.9569
89,24831,1983.88,6269,0,6260,616,101,101,0,543,101,0,0,0,0,0,101,0,0,1159,0,0,0,616,0,0,0,543,220,117,0,103,0,0,0,0,0,101,0,0,0,0,101,0,0,0,12309,6152,0,6157,0,0,0,0,0,0.9565
90,28710,2473.91,7330,0,7287,524,95,95,0,561,95,0,0,0,0,0,95,0,0,1085,0,0,0,524,0,0,0,561,224,112,0,112,0,0,0,0,0,95,0,0,0,0,95,0,0,0,14393,7218,0,7175,0,0,0,0,0,0.956
91,27755,1502.63,6978,0,6952,551,92,92,0,502,92,0,0,0,0,0,92,0,0,1053,0,0,0,551,0,0,0,502,265,141,0,124,0,0,0,0,0,92,0,0,0,0,92,0,0,0,13665,6837,0,6828,0,0,0,0,0,0.9555
92,26772,2559.36,6600,0,6567,555,98,98,0,571,98,0,0,0,0,0,98,0,0,1126,0,0,0,555,0,0,0,571,199,106,0,93,0,0,0,0,0,98,0,0,0,0,98,0,0,0,12968,6494,0,6474,0,0,0,0,0,0.955
93,26598,1949.07,6414,0,6444,560,101,101,0,588,101,0,0,0,0,0,101,0,0,1148,0,0,0,560,0,0,0,588,256,136,0,120,0,0,0,0,0,101,0,0,0,0,101,0,0,0,12602,6278,0,6324,0,0,0,0,0,0.9546
94,28858,2128.49,7022,0,7096,486,88,88,0,503,88,0,0,0,0,0,88,0,0,989,0,0,0,486,0,0,0,503,228,108,0,120,0,0,0,0,0,88,0,0,0,0,88,0,0,0,13890,6914,0,6976,0,0,0,0,0,0.9541
95,36480,3305.34,8971,0,8855,518,97,97,0,574,97,0,0,0,0,0,97,0,0,1092,0,0,0,518,0,0,0,574,280,141,0,139,0,0,0,0,0,97,0,0,0,0,97,0,0,0,17546,8830,0,8716,0,0,0,0,0,0.9536
96,24288,2362.81,5538,0,5819,535,94,94,0,518,94,0,0,0,0,0,94,0,0,1053,0,0,0,535,0,0,0,518,186,88,0,98,0,0,0,0,0,94,0,0,0,0,94,0,0,0,11171,5450,0,5721,0,0,0,0,0,0.9531
