Episode,Tick,Avg reward X episode,random-walk,lay-food-pheromone,follow-food-pheromone,follow-nest-pheromone,take-food,drop-food,random-walk-and-lay-food-pheromone,follow-nest-pheromone-and-lay-food-pheromone,has-food-in-nest,has-food-in-nest_random-walk,has-food-in-nest_lay-food-pheromone,has-food-in-nest_follow-food-pheromone,has-food-in-nest_follow-nest-pheromone,has-food-in-nest_take-food,has-food-in-nest_drop-food,has-food-in-nest_random-walk-and-lay-food-pheromone,has-food-in-nest_follow-nest-pheromone-and-lay-food-pheromone,has-food-out-nest,has-food-out-nest_random-walk,has-food-out-nest_lay-food-pheromone,has-food-out-nest_follow-food-pheromone,has-food-out-nest_follow-nest-pheromone,has-food-out-nest_take-food,has-food-out-nest_drop-food,has-food-out-nest_random-walk-and-lay-food-pheromone,has-food-out-nest_follow-nest-pheromone-and-lay-food-pheromone,food-available-in-nest,food-available-in-nest_random-walk,food-available-in-nest_lay-food-pheromone,food-available-in-nest_follow-food-pheromone,food-available-in-nest_follow-nest-pheromone,food-available-in-nest_take-food,food-available-in-nest_drop-food,food-available-in-nest_random-walk-and-lay-food-pheromone,food-available-in-nest_follow-nest-pheromone-and-lay-food-pheromone,food-available-out-nest,food-available-out-nest_random-walk,food-available-out-nest_lay-food-pheromone,food-available-out-nest_follow-food-pheromone,food-available-out-nest_follow-nest-pheromone,food-available-out-nest_take-food,food-available-out-nest_drop-food,food-available-out-nest_random-walk-and-lay-food-pheromone,food-available-out-nest_follow-nest-pheromone-and-lay-food-pheromone,food-not-available,food-not-available_random-walk,food-not-available_lay-food-pheromone,food-not-available_follow-food-pheromone,food-not-available_follow-nest-pheromone,food-not-available_take-food,food-not-available_drop-food,food-not-available_random-walk-and-lay-food-pheromone,food-not-available_follow-nest-pheromone-and-lay-food-pheromone,Epsilon
43,21500,6812.39,7856,0,7973,533,96,96,7858,588,96,0,0,0,0,0,96,0,0,1121,0,0,0,533,0,0,0,588,293,102,0,96,0,0,0,95,0,96,0,0,0,0,96,0,0,0,23394,7754,0,7877,0,0,0,7763,0,0.9787
44,22000,6630.78,7783,0,7940,528,87,87,8075,500,87,0,0,0,0,0,87,0,0,1028,0,0,0,528,0,0,0,500,226,83,0,64,0,0,0,79,0,87,0,0,0,0,87,0,0,0,23572,7700,0,7876,0,0,0,7996,0,0.9782
45,22500,6981.01,7970,0,7945,531,93,93,7803,565,93,0,0,0,0,0,93,0,0,1096,0,0,0,531,0,0,0,565,214,76,0,71,0,0,0,67,0,93,0,0,0,0,93,0,0,0,23504,7894,0,7874,0,0,0,7736,0,0.9777
46,23000,7008.45,8012,0,7946,502,89,89,7849,513,89,0,0,0,0,0,89,0,0,1015,0,0,0,502,0,0,0,513,221,92,0,59,0,0,0,70,0,89,0,0,0,0,89,0,0,0,23586,7920,0,7887,0,0,0,7779,0,0.9773
47,23500,6848.49,7774,0,7889,550,97,97,8008,585,97,0,0,0,0,0,97,0,0,1135,0,0,0,550,0,0,0,585,252,77,0,94,0,0,0,81,0,97,0,0,0,0,97,0,0,0,23419,7697,0,7795,0,0,0,7927,0,0.9768
48,24000,7276.9,7943,0,7844,562,95,95,7921,540,95,0,0,0,0,0,95,0,0,1102,0,0,0,562,0,0,0,540,276,91,0,85,0,0,0,100,0,95,0,0,0,0,95,0,0,0,23432,7852,0,7759,0,0,0,7821,0,0.9763
49,24500,6650.01,7969,0,7902,519,88,88,7931,503,88,0,0,0,0,0,88,0,0,1022,0,0,0,519,0,0,0,503,235,73,0,79,0,0,0,83,0,88,0,0,0,0,88,0,0,0,23567,7896,0,7823,0,0,0,7848,0,0.9758
50,25000,7504.69,7824,0,7835,576,101,101,7989,574,101,0,0,0,0,0,101,0,0,1150,0,0,0,576,0,0,0,574,273,86,0,102,0,0,0,85,0,101,0,0,0,0,101,0,0,0,23375,7738,0,7733,0,0,0,7904,0,0.9753
51,25500,6840.56,8045,0,7904,520,91,91,7818,531,91,0,0,0,0,0,91,0,0,1051,0,0,0,520,0,0,0,531,247,88,0,73,0,0,0,86,0,91,0,0,0,0,91,0,0,0,23520,7957,0,7831,0,0,0,7732,0,0.9748
52,26000,6657.06,7945,0,7885,535,90,90,7955,500,90,0,0,0,0,0,90,0,0,1035,0,0,0,535,0,0,0,500,214,70,0,66,0,0,0,78,0,90,0,0,0,0,90,0,0,0,23571,7875,0,7819,0,0,0,7877,0,0.9743
53,26500,7181.68,7907,0,7819,630,98,98,7937,511,98,0,0,0,0,0,98,0,0,1141,0,0,0,630,0,0,0,511,240,79,0,76,0,0,0,85,0,98,0,0,0,0,98,0,0,0,23423,7828,0,7743,0,0,0,7852,0,0.9738
54,27000,7179.77,7850,0,7889,527,96,96,7957,585,96,0,0,0,0,0,96,0,0,1112,0,0,0,527,0,0,0,585,241,74,0,77,0,0,0,90,0,96,0,0,0,0,96,0,0,0,23455,7776,0,7812,0,0,0,7867,0,0.9734
55,27500,7163.01,7982,0,7861,528,95,95,7870,569,95,0,0,0,0,0,95,0,0,1097,0,0,0,528,0,0,0,569,193,63,0,63,0,0,0,67,0,95,0,0,0,0,95,0,0,0,23520,7919,0,7798,0,0,0,7803,0,0.9729
56,28000,7112.9,7835,0,7824,548,95,95,8081,522,95,0,0,0,0,0,95,0,0,1070,0,0,0,548,0,0,0,522,247,80,0,79,0,0,0,88,0,95,0,0,0,0,95,0,0,0,23493,7755,0,7745,0,0,0,7993,0,0.9724
57,28500,6918.56,7921,0,7931,517,95,95,7878,563,95,0,0,0,0,0,95,0,0,1080,0,0,0,517,0,0,0,563,267,88,0,102,0,0,0,77,0,95,0,0,0,0,95,0,0,0,23463,7833,0,7829,0,0,0,7801,0,0.9719
58,29000,6980.32,7880,0,7994,568,96,96,7822,544,96,0,0,0,0,0,96,0,0,1112,0,0,0,568,0,0,0,544,215,75,0,84,0,0,0,56,0,96,0,0,0,0,96,0,0,0,23481,7805,0,7910,0,0,0,7766,0,0.9714
59,29500,6490.22,7867,0,7785,462,89,89,8128,580,89,0,0,0,0,0,89,0,0,1042,0,0,0,462,0,0,0,580,254,85,0,81,0,0,0,88,0,89,0,0,0,0,89,0,0,0,23526,7782,0,7704,0,0,0,8040,0,0.9709
60,30000,7013.63,7939,0,7909,574,93,93,7851,541,93,0,0,0,0,0,93,0,0,1115,0,0,0,574,0,0,0,541,258,84,0,90,0,0,0,84,0,93,0,0,0,0,93,0,0,0,23441,7855,0,7819,0,0,0,7767,0,0.9704
61,30500,6904.52,7855,0,7912,559,91,91,7975,517,91,0,0,0,0,0,91,0,0,1076,0,0,0,559,0,0,0,517,271,90,0,89,0,0,0,92,0,91,0,0,0,0,91,0,0,0,23471,7765,0,7823,0,0,0,7883,0,0.97
62,31000,7209.18,7793,0,7844,523,95,95,8079,571,95,0,0,0,0,0,95,0,0,1094,0,0,0,523,0,0,0,571,202,68,0,64,0,0,0,70,0,95,0,0,0,0,95,0,0,0,23514,7725,0,7780,0,0,0,8009,0,0.9695
63,31500,6933.73,7917,0,7978,563,93,93,7825,531,93,0,0,0,0,0,93,0,0,1094,0,0,0,563,0,0,0,531,261,95,0,90,0,0,0,76,0,93,0,0,0,0,93,0,0,0,23459,7822,0,7888,0,0,0,7749,0,0.969
64,32000,7103.78,7987,0,7948,537,91,91,7815,531,91,0,0,0,0,0,91,0,0,1068,0,0,0,537,0,0,0,531,210,78,0,74,0,0,0,58,0,91,0,0,0,0,91,0,0,0,23540,7909,0,7874,0,0,0,7757,0,0.9685
65,32500,6952.82,7848,0,7951,547,91,91,7957,515,91,0,0,0,0,0,91,0,0,1062,0,0,0,547,0,0,0,515,215,60,0,75,0,0,0,80,0,91,0,0,0,0,91,0,0,0,23541,7788,0,7876,0,0,0,7877,0,0.968
66,33000,6970.68,7892,0,7898,553,90,90,8012,465,90,0,0,0,0,0,90,0,0,1018,0,0,0,553,0,0,0,465,231,77,0,70,0,0,0,84,0,90,0,0,0,0,90,0,0,0,23571,7815,0,7828,0,0,0,7928,0,0.9675
67,33500,6947.72,7867,0,7863,551,94,94,7972,559,94,0,0,0,0,0,94,0,0,1110,0,0,0,551,0,0,0,559,248,83,0,83,0,0,0,82,0,94,0,0,0,0,94,0,0,0,23454,7784,0,7780,0,0,0,7890,0,0.967
68,34000,7135.83,7936,0,7883,556,95,95,7852,583,95,0,0,0,0,0,95,0,0,1139,0,0,0,556,0,0,0,583,197,64,0,67,0,0,0,66,0,95,0,0,0,0,95,0,0,0,23474,7872,0,7816,0,0,0,7786,0,0.9666
69,34500,7738.12,7892,0,7801,619,105,105,7863,615,105,0,0,0,0,0,105,0,0,1234,0,0,0,619,0,0,0,615,240,80,0,75,0,0,0,85,0,105,0,0,0,0,105,0,0,0,23316,7812,0,7726,0,0,0,7778,0,0.9661
70,35000,7203.36,7950,0,7979,540,95,95,7786,555,95,0,0,0,0,0,95,0,0,1095,0,0,0,540,0,0,0,555,237,71,0,89,0,0,0,77,0,95,0,0,0,0,95,0,0,0,23478,7879,0,7890,0,0,0,7709,0,0.9656
71,35500,7277.11,8008,0,7774,565,97,97,7915,544,97,0,0,0,0,0,97,0,0,1109,0,0,0,565,0,0,0,544,257,82,0,80,0,0,0,95,0,97,0,0,0,0,97,0,0,0,23440,7926,0,7694,0,0,0,7820,0,0.9651
72,36000,6842.27,7966,0,7861,515,90,90,7948,530,90,0,0,0,0,0,90,0,0,1045,0,0,0,515,0,0,0,530,193,64,0,67,0,0,0,62,0,90,0,0,0,0,90,0,0,0,23582,7902,0,7794,0,0,0,7886,0,0.9646
73,36500,7276.6,7768,0,7863,530,96,96,8047,600,96,0,0,0,0,0,96,0,0,1130,0,0,0,530,0,0,0,600,225,70,0,85,0,0,0,70,0,96,0,0,0,0,96,0,0,0,23453,7698,0,7778,0,0,0,7977,0,0.9641
74,37000,6902.23,8039,0,7792,504,90,90,7961,524,90,0,0,0,0,0,90,0,0,1028,0,0,0,504,0,0,0,524,234,69,0,77,0,0,0,88,0,90,0,0,0,0,90,0,0,0,23558,7970,0,7715,0,0,0,7873,0,0.9637
75,37500,7097.66,7755,0,7894,529,92,92,8128,510,92,0,0,0,0,0,92,0,0,1039,0,0,0,529,0,0,0,510,207,67,0,60,0,0,0,80,0,92,0,0,0,0,92,0,0,0,23570,7688,0,7834,0,0,0,8048,0,0.9632
76,38000,7026.76,7911,0,7801,545,96,96,7973,578,96,0,0,0,0,0,96,0,0,1123,0,0,0,545,0,0,0,578,215,71,0,70,0,0,0,74,0,96,0,0,0,0,96,0,0,0,23470,7840,0,7731,0,0,0,7899,0,0.9627
77,38500,7335.78,7997,0,7796,610,99,99,7867,532,99,0,0,0,0,0,99,0,0,1142,0,0,0,610,0,0,0,532,265,89,0,94,0,0,0,82,0,99,0,0,0,0,99,0,0,0,23395,7908,0,7702,0,0,0,7785,0,0.9622
78,39000,6879.07,7902,0,8022,513,91,91,7851,530,91,0,0,0,0,0,91,0,0,1043,0,0,0,513,0,0,0,530,244,73,0,86,0,0,0,85,0,91,0,0,0,0,91,0,0,0,23531,7829,0,7936,0,0,0,7766,0,0.9617
79,39500,7091.03,7920,0,7909,593,94,94,7848,542,94,0,0,0,0,0,94,0,0,1135,0,0,0,593,0,0,0,542,292,90,0,100,0,0,0,102,0,94,0,0,0,0,94,0,0,0,23385,7830,0,7809,0,0,0,7746,0,0.9613
80,40000,7034.63,7895,0,8002,537,93,93,7833,547,93,0,0,0,0,0,93,0,0,1084,0,0,0,537,0,0,0,547,240,73,0,93,0,0,0,74,0,93,0,0,0,0,93,0,0,0,23490,7822,0,7909,0,0,0,7759,0,0.9608
81,40500,6715.35,7956,0,7874,525,88,88,7976,493,88,0,0,0,0,0,88,0,0,1018,0,0,0,525,0,0,0,493,260,76,0,93,0,0,0,91,0,88,0,0,0,0,88,0,0,0,23546,7880,0,7781,0,0,0,7885,0,0.9603
82,41000,7370.16,7949,0,7833,601,101,101,7815,600,101,0,0,0,0,0,101,0,0,1201,0,0,0,601,0,0,0,600,275,78,0,97,0,0,0,100,0,101,0,0,0,0,101,0,0,0,23322,7871,0,7736,0,0,0,7715,0,0.9598
83,41500,6873.35,7984,0,7901,534,92,92,7833,564,92,0,0,0,0,0,92,0,0,1098,0,0,0,534,0,0,0,564,201,64,0,76,0,0,0,61,0,92,0,0,0,0,92,0,0,0,23517,7920,0,7825,0,0,0,7772,0,0.9593
84,42000,6682.51,7867,0,7962,512,91,91,7939,538,91,0,0,0,0,0,91,0,0,1050,0,0,0,512,0,0,0,538,237,68,0,84,0,0,0,85,0,91,0,0,0,0,91,0,0,0,23531,7799,0,7878,0,0,0,7854,0,0.9589
85,42500,7172.07,7887,0,7915,541,94,94,7885,584,94,0,0,0,0,0,94,0,0,1125,0,0,0,541,0,0,0,584,244,65,0,88,0,0,0,91,0,94,0,0,0,0,94,0,0,0,23443,7822,0,7827,0,0,0,7794,0,0.9584
86,43000,6968.52,7847,0,7847,573,93,93,8029,518,93,0,0,0,0,0,93,0,0,1091,0,0,0,573,0,0,0,518,235,76,0,74,0,0,0,85,0,93,0,0,0,0,93,0,0,0,23488,7771,0,7773,0,0,0,7944,0,0.9579
87,43500,6989.5,7894,0,7989,533,94,94,7860,536,94,0,0,0,0,0,94,0,0,1069,0,0,0,533,0,0,0,536,216,62,0,85,0,0,0,69,0,94,0,0,0,0,94,0,0,0,23527,7832,0,7904,0,0,0,7791,0,0.9574
88,44000,7576.51,7786,0,7918,579,100,100,7900,617,100,0,0,0,0,0,100,0,0,1196,0,0,0,579,0,0,0,617,221,79,0,66,0,0,0,76,0,100,0,0,0,0,100,0,0,0,23383,7707,0,7852,0,0,0,7824,0,0.9569
89,44500,7246.62,7816,0,7972,593,97,97,7905,520,97,0,0,0,0,0,97,0,0,1113,0,0,0,593,0,0,0,520,263,92,0,83,0,0,0,88,0,97,0,0,0,0,97,0,0,0,23430,7724,0,7889,0,0,0,7817,0,0.9565
90,45000,7216.2,7866,0,7855,572,95,95,7992,525,95,0,0,0,0,0,95,0,0,1097,0,0,0,572,0,0,0,525,255,84,0,83,0,0,0,88,0,95,0,0,0,0,95,0,0,0,23458,7782,0,7772,0,0,0,7904,0,0.956
91,45500,7544.18,7971,0,7752,559,97,97,7972,552,97,0,0,0,0,0,97,0,0,1111,0,0,0,559,0,0,0,552,204,73,0,62,0,0,0,69,0,97,0,0,0,0,97,0,0,0,23491,7898,0,7690,0,0,0,7903,0,0.9555
92,46000,7173.79,7826,0,7940,576,97,97,7891,573,97,0,0,0,0,0,97,0,0,1149,0,0,0,576,0,0,0,573,247,86,0,69,0,0,0,92,0,97,0,0,0,0,97,0,0,0,23410,7740,0,7871,0,0,0,7799,0,0.955
93,46500,7302.2,7860,0,7875,581,95,95,7950,544,95,0,0,0,0,0,95,0,0,1125,0,0,0,581,0,0,0,544,203,73,0,65,0,0,0,65,0,95,0,0,0,0,95,0,0,0,23482,7787,0,7810,0,0,0,7885,0,0.9546
94,47000,6658.53,7922,0,7905,505,89,89,7966,524,89,0,0,0,0,0,89,0,0,1029,0,0,0,505,0,0,0,524,245,83,0,77,0,0,0,85,0,89,0,0,0,0,89,0,0,0,23548,7839,0,7828,0,0,0,7881,0,0.9541
